solvent_num_id,comp_num_id,inchi_key,common_name,formula,n_blocks_as_solvent
GLOBsolvent_387,GLOBcomp_381,AVQQQNCBBIEMEU-UHFFFAOYSA-N,tetramethylurea,C5H12N2O,4
GLOBsolvent_388,GLOBcomp_389,LENZDBCJOHFCAS-UHFFFAOYSA-N,"2-amino-2-(hydroxymethyl)-1,3-propanediol",C4H11NO3,4
GLOBsolvent_389,GLOBcomp_481,VCAIYEJBOWHUGP-UHFFFAOYSA-N,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,4
GLOBsolvent_390,GLOBcomp_5112,JNMRHUJNCSQMMB-UHFFFAOYSA-N,N-(2-thiazolyl)sulfanilamide,C9H9N3O2S2,4
GLOBsolvent_391,GLOBcomp_565,KWYUFKZDYYNOTN-UHFFFAOYSA-M,potassium hydroxide,HKO,4
GLOBsolvent_392,GLOBcomp_5686,MDJAMFZRTDMREK-UHFFFAOYSA-M,1-butyl-3-methylimidazolium heptafluorobutanate,C12H15F7N2O2,4
GLOBsolvent_393,GLOBcomp_592,CDAISMWEOUEBRE-GPIVLXJGSA-N,"cis-1,2,3,5-trans-4,6-cyclohexanehexol",C6H12O6,4
GLOBsolvent_394,GLOBcomp_5979,NNSXGKMVOLXHBZ-UHFFFAOYSA-M,domiphen DL-mandelate,C30H47NO4,4
GLOBsolvent_395,GLOBcomp_6095,OCBHHZMJRVXXQK-UHFFFAOYSA-M,benzyldimethyltetradecylammonium chloride,C23H42ClN,4
GLOBsolvent_396,GLOBcomp_620,QSZMZKBZAYQGRS-UHFFFAOYSA-N,lithium bis((trifluoromethyl)sulfonyl)amide,C2F6LiNO4S2,4
GLOBsolvent_397,GLOBcomp_645,DFUYAWQUODQGFF-UHFFFAOYSA-N,"1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",C6H5F9O,4
GLOBsolvent_398,GLOBcomp_662,NROKBHXJSPEDAR-UHFFFAOYSA-M,potassium fluoride,FK,4
GLOBsolvent_399,GLOBcomp_705,HELHAJAZNSDZJO-OLXYHTOASA-L,disodium L-tartrate,C4H4Na2O6,4
GLOBsolvent_400,GLOBcomp_7073,SORLFCHAANOJJA-UHFFFAOYSA-N,1-methyl-1-propylpyrrolidinium dicyanamide,C10H18N4,4
GLOBsolvent_401,GLOBcomp_721,NOOLISFMXDJSKH-KXUCPTDWSA-N,L-menthol,C10H20O,4
GLOBsolvent_402,GLOBcomp_799,OSWPMRLSEDHDFF-UHFFFAOYSA-N,methyl 2-hydroxybenzoate,C8H8O3,4
GLOBsolvent_403,GLOBcomp_8189,YJBUXLCNFNPNEB-DTORHVGOSA-N,(R)-sec-butoxy((S)-sec-butoxy)methane,C9H20O2,4
GLOBsolvent_404,GLOBcomp_8190,YJBUXLCNFNPNEB-RKDXNWHRSA-N,rel-di((R)-sec-butoxy)methane,C9H20O2,4
GLOBsolvent_405,GLOBcomp_8456,ZQUCXRUXUHVRDU-UHFFFAOYSA-O,1-phenylpiperazinium tetrafluoroborate,C10H15BF4N2,4
GLOBsolvent_406,GLOBcomp_855,DBQUKJMNGUJRFI-UHFFFAOYSA-N,2-(diethylamino)ethanol hydrochloride,C6H16ClNO,4
GLOBsolvent_407,GLOBcomp_873,JVTAAEKCZFNVCJ-REOHCLBHSA-N,(S)-2-hydroxypropanoic acid,C3H6O3,4
GLOBsolvent_408,GLOBcomp_949,APSBXTVYXVQYAB-UHFFFAOYSA-M,sodium bis(2-ethylhexyl) sulfosuccinate,C20H37NaO7S,4
GLOBsolvent_409,GLOBcomp_956,BMQOCCFIMJHFGI-JEDNCBNOSA-M,potassium L-lysinate,C6H13KN2O2,4
GLOBsolvent_410,GLOBcomp_1011,NPNUFJAVOOONJE-GFUGXAQUSA-N,"[1R-(1R*,4E,9S*)]-4,11,11-trimethyl-8-methylene-bicyclo[7.2.0]-4-undecene",C15H24,3
GLOBsolvent_411,GLOBcomp_1038,UPCXAARSWVHVLY-UHFFFAOYSA-N,triethanolammonium acetate,C8H19NO5,3
GLOBsolvent_412,GLOBcomp_1120,GVPFVAHMJGGAJG-UHFFFAOYSA-L,cobalt chloride,Cl2Co,3
GLOBsolvent_413,GLOBcomp_1151,KVZJLSYJROEPSQ-HTQZYQBOSA-N,"trans-1,2-dimethylcyclohexane",C8H16,3
GLOBsolvent_414,GLOBcomp_1152,KVZJLSYJROEPSQ-OCAPTIKFSA-N,"cis-1,2-dimethylcyclohexane",C8H16,3
GLOBsolvent_415,GLOBcomp_1191,PTTPXKJBFFKCEK-UHFFFAOYSA-N,"2,6-dimethyl-4-heptanone",C9H18O,3
GLOBsolvent_416,GLOBcomp_1291,BYKRNSHANADUFY-UHFFFAOYSA-M,sodium octanoate,C8H15NaO2,3
GLOBsolvent_417,GLOBcomp_1346,HEIQGUZVWWLUDQ-UHFFFAOYSA-M,1-hexyl-4-methylpyridinium bromide,C12H20BrN,3
GLOBsolvent_418,GLOBcomp_1458,QTWXKUATXFJTAM-UHFFFAOYSA-N,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C9H13F6N3O5S2,3
GLOBsolvent_419,GLOBcomp_1507,VILYDVYHBMHOSG-UHFFFAOYSA-M,potassium Salt of sarcosine,C3H6KNO2,3
GLOBsolvent_420,GLOBcomp_156,DHXVGJBLRPWPCS-UHFFFAOYSA-N,tetrahydropyran,C5H10O,3
GLOBsolvent_421,GLOBcomp_1641,FAMPSKZZVDUYOS-HRGUGZIWSA-N,"(E,E,E)-2,6,6,9-tetramethyl-1,4,8-cycloundecatriene",C15H24,3
GLOBsolvent_422,GLOBcomp_1692,HDGGAKOVUDZYES-UHFFFAOYSA-K,erbium trichloride,Cl3Er,3
GLOBsolvent_423,GLOBcomp_1776,KSAVQLQVUXSOCR-UHFFFAOYSA-M,sodium [dodecanoyl(methyl)amino]acetate,C15H28NNaO3,3
GLOBsolvent_424,GLOBcomp_1805,MFBOGIVSZKQAPD-UHFFFAOYSA-M,sodium butyrate,C4H7NaO2,3
GLOBsolvent_425,GLOBcomp_202,ZMANZCXQSJIPKH-UHFFFAOYSA-N,triethylamine,C6H15N,3
GLOBsolvent_426,GLOBcomp_2062,ZNNZYHKDIALBAK-UHFFFAOYSA-M,potassium thiocyanate,CKNS,3
GLOBsolvent_427,GLOBcomp_2142,BOXVSFHSLKQLNZ-UHFFFAOYSA-K,dysprosium(III) chloride,Cl3Dy,3
GLOBsolvent_428,GLOBcomp_2186,CKLHRQNQYIJFFX-UHFFFAOYSA-K,ytterbium trichloride,Cl3Yb,3
GLOBsolvent_429,GLOBcomp_221,AYFVYJQAPQTCCC-GBXIJSLDSA-N,L-threonine,C4H9NO3,3
GLOBsolvent_430,GLOBcomp_2385,HSYLTRBDKXZSGS-UHFFFAOYSA-N,silver bis(trifluoromethanesulfonyl)amide,C2AgF6NO4S2,3
GLOBsolvent_431,GLOBcomp_2536,KLOHDWPABZXLGI-YWUHCJSESA-M,Ampicillin Sodium,C16H18N3NaO4S,3
GLOBsolvent_432,GLOBcomp_2540,KOUMVOPZBXUAFT-UHFFFAOYSA-N,1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate,C7H13F6N2OP,3
GLOBsolvent_433,GLOBcomp_260,ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-proline,C5H9NO2,3
GLOBsolvent_434,GLOBcomp_2725,OTBHHUPVCYLGQO-UHFFFAOYSA-N,bis(3-aminopropyl)amine,C6H17N3,3
GLOBsolvent_435,GLOBcomp_277,RZVAJINKPMORJF-UHFFFAOYSA-N,N-acetyl-p-aminophenol,C8H9NO2,3
GLOBsolvent_436,GLOBcomp_2915,SPALIFXDWQTXKS-UHFFFAOYSA-M,tetrapentylammonium bromide,C20H44BrN,3
GLOBsolvent_437,GLOBcomp_2987,UWVZAZVPOZTKNM-UHFFFAOYSA-M,1-butyl-4-methylpyridinium bromide,C10H16BrN,3
GLOBsolvent_438,GLOBcomp_3091,WWISPHBAYBECQZ-UHFFFAOYSA-N,"3,6-dimethyl-2,5-piperazinedione",C6H10N2O2,3
GLOBsolvent_439,GLOBcomp_311,JCQGIZYNVAZYOH-UHFFFAOYSA-M,trihexyl(tetradecyl)phosphonium chloride,C32H68ClP,3
GLOBsolvent_440,GLOBcomp_316,UDSFAEKRVUSQDD-UHFFFAOYSA-N,"dimethyl 1,6-hexanedioate",C8H14O4,3
GLOBsolvent_441,GLOBcomp_3173,YJKKNFIGBRWJHL-UHFFFAOYSA-M,1-octyl-4-methylpyridinium bromide,C14H24BrN,3
GLOBsolvent_442,GLOBcomp_33,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,C9H20,3
GLOBsolvent_443,GLOBcomp_338,HCHKCACWOHOZIP-UHFFFAOYSA-N,zinc,Zn,3
GLOBsolvent_444,GLOBcomp_3480,BDRRCMWGONYJMS-UHFFFAOYSA-M,tributylmethylphosphonium formate,C14H31O2P,3
GLOBsolvent_445,GLOBcomp_406,GUBGYTABKSRVRQ-PICCSMPSSA-N,D-maltose,C12H22O11,3
GLOBsolvent_446,GLOBcomp_416,WHXSMMKQMYFTQS-UHFFFAOYSA-N,lithium,Li,3
GLOBsolvent_447,GLOBcomp_429,LHGVFZTZFXWLCP-UHFFFAOYSA-N,2-methoxyphenol,C7H8O2,3
GLOBsolvent_448,GLOBcomp_4393,GFHNAMRJFCEERV-UHFFFAOYSA-L,cobalt(II) chloride hexahydrate,Cl2CoH12O6,3
GLOBsolvent_449,GLOBcomp_511,NWONKYPBYAMBJT-UHFFFAOYSA-L,zinc sulfate,O4SZn,3
GLOBsolvent_450,GLOBcomp_515,PQXKHYXIUOZZFA-UHFFFAOYSA-M,lithium fluoride,FLi,3
GLOBsolvent_451,GLOBcomp_518,VSCWAEJMTAWNJL-UHFFFAOYSA-K,aluminum chloride,AlCl3,3
GLOBsolvent_452,GLOBcomp_524,BAIKZQHYJQUGQN-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,C12H11F18N2P,3
GLOBsolvent_453,GLOBcomp_546,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,C4H11NO3,3
GLOBsolvent_454,GLOBcomp_5629,LWHQXUODFPPQTL-UHFFFAOYSA-M,sodium perfluorooctanoate,C8F15NaO2,3
GLOBsolvent_455,GLOBcomp_6114,ODTSDWCGLRVBHJ-UHFFFAOYSA-M,tetrahexylammonium chloride,C24H52ClN,3
GLOBsolvent_456,GLOBcomp_615,PCHJSUWPFVWCPO-UHFFFAOYSA-N,gold,Au,3
GLOBsolvent_457,GLOBcomp_617,PUHVBRXUKOGSBC-UHFFFAOYSA-M,1-butyl-3-methylimidazolium methanesulfonate,C9H18N2O3S,3
GLOBsolvent_458,GLOBcomp_734,QWLSTCVUGYAKLE-UHFFFAOYSA-M,1-dodecyl-3-methylimidazolium bromide,C16H31BrN2,3
GLOBsolvent_459,GLOBcomp_737,RPNUMPOLZDHAAY-UHFFFAOYSA-N,di(2-aminoethyl)amine,C4H13N3,3
GLOBsolvent_460,GLOBcomp_7399,UYCAUPASBSROMS-UHFFFAOYSA-M,sodium trifluoroacetate,C2F3NaO2,3
GLOBsolvent_461,GLOBcomp_778,IDOGARCPIAAWMC-UHFFFAOYSA-N,"2,2'-azanediylbis(ethanol) acetate",C6H15NO4,3
GLOBsolvent_462,GLOBcomp_7992,XNWQZCGHHGAFAH-JEDNCBNOSA-O,(S)-(2-methoxycarbonyl)pyrrolidinium bis(trifluoromethylsulfonyl)amide,C8H12F6N2O6S2,3
GLOBsolvent_463,GLOBcomp_808,RBTARNINKXHZNM-UHFFFAOYSA-K,ferric chloride,Cl3Fe,3
GLOBsolvent_464,GLOBcomp_913,RKHXQBLJXBGEKF-UHFFFAOYSA-M,tetrabutylphosphonium bromide,C16H36BrP,3
GLOBsolvent_465,GLOBcomp_984,GNPVGFCGXDBREM-UHFFFAOYSA-N,germanium,Ge,3
GLOBsolvent_466,GLOBcomp_1053,WTWWXOGTJWMJHI-UHFFFAOYSA-N,1-bromoperfluorooctane,C8BrF17,2
GLOBsolvent_467,GLOBcomp_106,OTMSDBZUPAUEDD-UHFFFAOYSA-N,ethane,C2H6,2
GLOBsolvent_468,GLOBcomp_1083,CBVIHDFUVVTSLT-WNQIDUERSA-M,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",C8H20N2O3,2
GLOBsolvent_469,GLOBcomp_1124,HDTRYLNUVZCQOY-LIZSDCNHSA-N,.alpha.-trehalose,C12H22O11,2
GLOBsolvent_470,GLOBcomp_1129,HVBSAKJJOYLTQU-UHFFFAOYSA-N,4-aminobenzenesulfonic acid,C6H7NO3S,2
GLOBsolvent_471,GLOBcomp_1135,ISBWNEKJSSLXOD-UHFFFAOYSA-N,butyl levulinate,C9H16O3,2
GLOBsolvent_472,GLOBcomp_1144,JUDWZSZYIZCOEH-UHFFFAOYSA-N,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",C34H70N3P,2
GLOBsolvent_473,GLOBcomp_1150,KVCGISUBCHHTDD-UHFFFAOYSA-M,sodium p-toluenesulfonate,C7H7NaO3S,2
GLOBsolvent_474,GLOBcomp_1166,MNNHAPBLZZVQHP-UHFFFAOYSA-N,diammonium hydrogen phosphate,H9N2O4P,2
GLOBsolvent_475,GLOBcomp_1192,PVAXJJIKMMIZAX-UHFFFAOYSA-M,1-heptyl-3-methylimidazolium bromide,C11H21BrN2,2
GLOBsolvent_476,GLOBcomp_1200,QPDGLRRWSBZCHP-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoroacetate,C10H15F3N2O2,2
GLOBsolvent_477,GLOBcomp_1233,VTYYLEPIZMXCLO-UHFFFAOYSA-L,calcium carbonate,CCaO3,2
GLOBsolvent_478,GLOBcomp_127,RWRIWBAIICGTTQ-UHFFFAOYSA-N,difluoromethane,CH2F2,2
GLOBsolvent_479,GLOBcomp_1360,IMUDHTPIFIBORV-UHFFFAOYSA-N,N-(.beta.-aminoethyl)piperazine),C6H15N3,2
GLOBsolvent_480,GLOBcomp_1383,KGJZTOFHXCFQIV-UHFFFAOYSA-N,sodium tetrafluoroborate,BF4Na,2
GLOBsolvent_481,GLOBcomp_145,ZWRUINPWMLAQRD-UHFFFAOYSA-N,nonan-1-ol,C9H20O,2
GLOBsolvent_482,GLOBcomp_147,GTLACDSXYULKMZ-UHFFFAOYSA-N,pentafluoroethane,C2HF5,2
GLOBsolvent_483,GLOBcomp_1512,VMKOFRJSULQZRM-UHFFFAOYSA-N,1-bromooctane,C8H17Br,2
GLOBsolvent_484,GLOBcomp_1530,XMXNVYPJWBTAHN-UHFFFAOYSA-N,potassium chromate(VI),CrK2O4,2
GLOBsolvent_485,GLOBcomp_1549,YUXIBTJKHLUKBD-UHFFFAOYSA-N,"butanedioic acid, dibutyl ester",C12H22O4,2
GLOBsolvent_486,GLOBcomp_1563,ABFDKXBSQCTIKH-UHFFFAOYSA-M,1-ethylpyridinium bromide,C7H10BrN,2
GLOBsolvent_487,GLOBcomp_163,GRCIJNHHTXBJAK-UHFFFAOYSA-N,1-octyl-3-methylimidazolium hexafluorophosphate,C12H23F6N2P,2
GLOBsolvent_488,GLOBcomp_1655,FKDLKKBBFSSRBS-WCCKRBBISA-M,"2-hydroxy-N,N,N-trimethylethanaminium L-prolinate",C10H22N2O3,2
GLOBsolvent_489,GLOBcomp_166,LQZZUXJYWNFBMV-UHFFFAOYSA-N,dodecan-1-ol,C12H26O,2
GLOBsolvent_490,GLOBcomp_1671,GDSRMADSINPKSL-HSEONFRVSA-N,.gamma.-cyclodextrin,C48H80O40,2
GLOBsolvent_491,GLOBcomp_1696,HHXYSPJUBNKZDN-UHFFFAOYSA-N,3-hydroxypropylammonium acetate,C5H13NO3,2
GLOBsolvent_492,GLOBcomp_174,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,"2,2-dimethylbutane",C6H14,2
GLOBsolvent_493,GLOBcomp_190,AIYUHDOJVYHVIT-UHFFFAOYSA-M,cesium chloride,ClCs,2
GLOBsolvent_494,GLOBcomp_1941,SWVAEQIBLYMHDX-UHFFFAOYSA-N,"1,3-dihydroxyimidazolium bis(trifluoromethylsulfonyl)imide",C5H5F6N3O6S2,2
GLOBsolvent_495,GLOBcomp_196,IPCSVZSSVZVIGE-UHFFFAOYSA-N,hexadecanoic acid,C16H32O2,2
GLOBsolvent_496,GLOBcomp_2030,XTVVROIMIGLXTD-UHFFFAOYSA-N,copper dinitrate,CuN2O6,2
GLOBsolvent_497,GLOBcomp_2041,YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,C18H27NO3,2
GLOBsolvent_498,GLOBcomp_205,HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,C10H21N2O4P,2
GLOBsolvent_499,GLOBcomp_2140,BOHGAOWOIJMTPZ-UHFFFAOYSA-N,"1,3-dioxolane-4-methanol",C4H8O3,2
GLOBsolvent_500,GLOBcomp_216,GJRQTCIYDGXPES-UHFFFAOYSA-N,2-methylpropyl ethanoate,C6H12O2,2
GLOBsolvent_501,GLOBcomp_2166,CAQUNOCTTZPKFI-UHFFFAOYSA-N,[N444C3S],C15H33NO3S,2
GLOBsolvent_502,GLOBcomp_235,XSTXAVWGXDQKEL-UHFFFAOYSA-N,trichloroethene,C2HCl3,2
GLOBsolvent_503,GLOBcomp_236,ZYVGZWFCGPUVSH-UHFFFAOYSA-N,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,C16H27F6N3O4S2,2
GLOBsolvent_504,GLOBcomp_2674,NMCUIPGRVMDVDB-UHFFFAOYSA-L,ferrous chloride,Cl2Fe,2
GLOBsolvent_505,GLOBcomp_2682,NRKYWOKHZRQRJR-UHFFFAOYSA-N,"2,2,2-trifluoroacetamide",C2H2F3NO,2
GLOBsolvent_506,GLOBcomp_2750,PFNHSEQQEPMLNI-UHFFFAOYSA-N,2-methyl-1-pentanol,C6H14O,2
GLOBsolvent_507,GLOBcomp_287,RYGMFSIKBFXOCR-UHFFFAOYSA-N,copper,Cu,2
GLOBsolvent_508,GLOBcomp_295,STCOOQWBFONSKY-UHFFFAOYSA-N,tributyl phosphate,C12H27O4P,2
GLOBsolvent_509,GLOBcomp_297,YNPNZTXNASCQKK-UHFFFAOYSA-N,phenanthrene,C14H10,2
GLOBsolvent_510,GLOBcomp_2979,USFRYJRPHFMVBZ-UHFFFAOYSA-M,benzyltriphenylphosphonium chloride,C25H22ClP,2
GLOBsolvent_511,GLOBcomp_2981,USOIOQCOUFEVEB-UHFFFAOYSA-M,"1-butyl-2,3-dimethylimidazolium bromide",C9H17BrN2,2
GLOBsolvent_512,GLOBcomp_2986,UWKQJZCTQGMHKD-UHFFFAOYSA-N,"2,6-di-tert-butylpyridine",C13H21N,2
GLOBsolvent_513,GLOBcomp_3002,VCKSNYNNVSOWEE-UHFFFAOYSA-N,"1,3-dioxan-5-ol",C4H8O3,2
GLOBsolvent_514,GLOBcomp_302,WOKQGMYCUGJNIJ-UHFFFAOYSA-M,"1,3-dimethylimidazolium methylsulfate",C6H12N2O4S,2
GLOBsolvent_515,GLOBcomp_32,IVSZLXZYQVIEFR-UHFFFAOYSA-N,"1,3-dimethylbenzene",C8H10,2
GLOBsolvent_516,GLOBcomp_332,YGSDEFSMJLZEOE-UHFFFAOYSA-N,2-hydroxybenzoic acid,C7H6O3,2
GLOBsolvent_517,GLOBcomp_3326,AJFYQSNSVACWTA-UHFFFAOYSA-N,(Benzyl)(dimethyl)(tetradecyl)ammonium nitrate,C23H42N2O3,2
GLOBsolvent_518,GLOBcomp_352,GHMLBKRAJCXXBS-UHFFFAOYSA-N,"1,3-benzenediol",C6H6O2,2
GLOBsolvent_519,GLOBcomp_3552,BLFRQYKZFKYQLO-UHFFFAOYSA-N,4-amino-1-butanol,C4H11NO,2
GLOBsolvent_520,GLOBcomp_380,ARXJGSRGQADJSQ-UHFFFAOYSA-N,1-methoxy-2-propanol,C4H10O2,2
GLOBsolvent_521,GLOBcomp_386,DKMROQRQHGEIOW-UHFFFAOYSA-N,diethyl butanedioate,C8H14O4,2
GLOBsolvent_522,GLOBcomp_401,AFABGHUZZDYHJO-UHFFFAOYSA-N,2-methylpentane,C6H14,2
GLOBsolvent_523,GLOBcomp_407,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,1-tetradecanol,C14H30O,2
GLOBsolvent_524,GLOBcomp_4138,FBLOKURXYPWRGS-UHFFFAOYSA-M,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C28H52N2O7S,2
GLOBsolvent_525,GLOBcomp_419,ZPQOPVIELGIULI-UHFFFAOYSA-N,"1,3-dichlorobenzene",C6H4Cl2,2
GLOBsolvent_526,GLOBcomp_420,AGPKZVBTJJNPAG-WHFBIAKZSA-N,2-amino-3-methylpentanoic acid,C6H13NO2,2
GLOBsolvent_527,GLOBcomp_4228,FKUPPRZPSYCDRS-UHFFFAOYSA-N,oxacyclohexadecan-2-one,C15H28O2,2
GLOBsolvent_528,GLOBcomp_426,HZKDSQCZNUUQIF-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium hydrogen sulfate,C6H12N2O4S,2
GLOBsolvent_529,GLOBcomp_436,RYYVLZVUVIJVGH-UHFFFAOYSA-N,caffeine,C8H10N4O2,2
GLOBsolvent_530,GLOBcomp_442,YNAVUWVOSKDBBP-UHFFFAOYSA-N,"tetrahydro-1,4-oxazine",C4H9NO,2
GLOBsolvent_531,GLOBcomp_4446,GKXDJYKZFZVASJ-UHFFFAOYSA-M,tetrapropylammonium iodide,C12H28IN,2
GLOBsolvent_532,GLOBcomp_446,DVARTQFDIMZBAA-UHFFFAOYSA-O,ammonium nitrate,H4N2O3,2
GLOBsolvent_533,GLOBcomp_447,GAEKPEKOJKCEMS-UHFFFAOYSA-N,.gamma.-valerolactone,C5H8O2,2
GLOBsolvent_534,GLOBcomp_455,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,"3,6-dioxa-1-decanol",C8H18O3,2
GLOBsolvent_535,GLOBcomp_463,YVBBRRALBYAZBM-UHFFFAOYSA-N,octadecafluorooctane,C8F18,2
GLOBsolvent_536,GLOBcomp_482,WPHIMOZSRUCGGU-UHFFFAOYSA-N,1-butyl-3-methylimidazolium nitrate,C8H15N3O3,2
GLOBsolvent_537,GLOBcomp_491,AJRFBXAXVLBZMP-UHFFFAOYSA-M,1-methyl-3-propylimidazolium bromide,C7H13BrN2,2
GLOBsolvent_538,GLOBcomp_501,KQNPFQTWMSNSAP-UHFFFAOYSA-N,2-methylpropanoic acid,C4H8O2,2
GLOBsolvent_539,GLOBcomp_505,MCSINKKTEDDPNK-UHFFFAOYSA-N,propyl propanoate,C6H12O2,2
GLOBsolvent_540,GLOBcomp_5062,JIEKUIDEVNCGEX-UHFFFAOYSA-N,"1-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C24H44N2O7S,2
GLOBsolvent_541,GLOBcomp_513,PHYFQTYBJUILEZ-IUPFWZBJSA-N,"1,2,3-tri(cis-9-octadecenoyl)glycerol",C57H104O6,2
GLOBsolvent_542,GLOBcomp_514,PQABPVGVABDFHN-UHFFFAOYSA-N,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,C12H16F6N2O4S2,2
GLOBsolvent_543,GLOBcomp_538,LAGQNGWYNLUQRI-UHFFFAOYSA-N,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C27H54F6N2O4S2,2
GLOBsolvent_544,GLOBcomp_547,WATWJIUSRGPENY-UHFFFAOYSA-N,antimony,Sb,2
GLOBsolvent_545,GLOBcomp_5579,LQGKDMHENBFVRC-UHFFFAOYSA-N,5-amino-1-pentanol,C5H13NO,2
GLOBsolvent_546,GLOBcomp_570,NSPJNIDYTSSIIY-UHFFFAOYSA-N,"2,4,6-trioxaheptane",C4H10O3,2
GLOBsolvent_547,GLOBcomp_580,WGQKYBSKWIADBV-UHFFFAOYSA-N,benzylamine,C7H9N,2
GLOBsolvent_548,GLOBcomp_609,NAQMVNRVTILPCV-UHFFFAOYSA-N,"1,6-hexanediamine",C6H16N2,2
GLOBsolvent_549,GLOBcomp_6173,OKKJLVBELUTLKV-VMNATFBRSA-N,methanol-O-d,CH3DO,2
GLOBsolvent_550,GLOBcomp_632,WVYWICLMDOOCFB-UHFFFAOYSA-N,4-methyl-2-pentanol,C6H14O,2
GLOBsolvent_551,GLOBcomp_638,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,2-octanone,C8H16O,2
GLOBsolvent_552,GLOBcomp_674,SNXTZFCNWIVLKZ-UHFFFAOYSA-M,triisobutylmethylphosphonium p-toluenesulfonate,C20H37O3PS,2
GLOBsolvent_553,GLOBcomp_690,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,"2,3-dimethylbutane",C6H14,2
GLOBsolvent_554,GLOBcomp_6922,RYVBINGWVJJDPU-UHFFFAOYSA-M,tributyl(hexadecyl)phosphonium bromide,C28H60BrP,2
GLOBsolvent_555,GLOBcomp_693,BJEPYKJPYRNKOW-UHFFFAOYSA-N,hydroxybutanedioic acid,C4H6O5,2
GLOBsolvent_556,GLOBcomp_6999,SHFJWMWCIHQNCP-UHFFFAOYSA-M,tetrabutylammonium hydrogen sulfate,C16H37NO4S,2
GLOBsolvent_557,GLOBcomp_7036,SKRWRXWNQFQGRU-UHFFFAOYSA-N,perfluorohexylethane,C8H5F13,2
GLOBsolvent_558,GLOBcomp_707,ISAKRJDGNUQOIC-UHFFFAOYSA-N,"2,4(1H,3H)-pyrimidinedione",C4H4N2O2,2
GLOBsolvent_559,GLOBcomp_725,NYENPQBYHWPGNG-UHFFFAOYSA-N,"2,4,6,8-tetraoxanonane",C5H12O4,2
GLOBsolvent_560,GLOBcomp_732,QPUYECUOLPXSFR-UHFFFAOYSA-N,1-methylnaphthalene,C11H10,2
GLOBsolvent_561,GLOBcomp_7477,VGBPIHVLVSGJGR-UHFFFAOYSA-N,thorium tetranitrate,N4O12Th,2
GLOBsolvent_562,GLOBcomp_766,FDDDEECHVMSUSB-UHFFFAOYSA-N,4-aminobenzenesulfonamide,C6H8N2O2S,2
GLOBsolvent_563,GLOBcomp_77,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,C7H16O,2
GLOBsolvent_564,GLOBcomp_7809,WRYIIOKOQSICTB-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorotetradecane",C14H17F13,2
GLOBsolvent_565,GLOBcomp_781,IQFYYKKMVGJFEH-SPDVFEMOSA-N,thymidine,C10H14N2O5,2
GLOBsolvent_566,GLOBcomp_79,RTZKZFJDLAIYFH-UHFFFAOYSA-N,diethyl ether,C4H10O,2
GLOBsolvent_567,GLOBcomp_806,QMMRZOWCJAIUJA-UHFFFAOYSA-L,nickel chloride (NiCl2),Cl2Ni,2
GLOBsolvent_568,GLOBcomp_8113,YAGZQVLPMVXLHI-UHFFFAOYSA-N,Benzyllauryldimethylammonium nitrate,C21H38N2O3,2
GLOBsolvent_569,GLOBcomp_820,VGTPCRGMBIAPIM-UHFFFAOYSA-M,sodium thiocyanate,CNNaS,2
GLOBsolvent_570,GLOBcomp_8237,YPNVIBVEFVRZPJ-UHFFFAOYSA-L,silver(I) sulfate,Ag2O4S,2
GLOBsolvent_571,GLOBcomp_839,ZWVWZUHELWJLMG-UHFFFAOYSA-N,"2,4,6,8,10-pentaoxaundecane",C6H14O5,2
