solvent_num_id,comp_num_id,inchi_key,common_name,formula,n_blocks_as_solvent
GLOBsolvent_198,GLOBcomp_7947,XHQYBDSXTDXSHY-UHFFFAOYSA-N,semicarbazide hydrochloride,CH6ClN3O,12
GLOBsolvent_199,GLOBcomp_103,OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl carbonate,C5H10O3,11
GLOBsolvent_200,GLOBcomp_115,YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl ethanoate,C5H10O2,11
GLOBsolvent_201,GLOBcomp_128,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,C6H6O,11
GLOBsolvent_202,GLOBcomp_183,BDAGIHXWWSANSR-UHFFFAOYSA-N,formic acid,CH2O2,11
GLOBsolvent_203,GLOBcomp_226,CDBYLPFSWZWCQE-UHFFFAOYSA-L,sodium carbonate,CNa2O3,11
GLOBsolvent_204,GLOBcomp_239,QPRQEDXDYOZYLA-UHFFFAOYSA-N,2-methyl-1-butanol,C5H12O,11
GLOBsolvent_205,GLOBcomp_262,GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,C6H15NO3,11
GLOBsolvent_206,GLOBcomp_293,QEEAPRPFLLJWCF-UHFFFAOYSA-K,potassium citrate,C6H5K3O7,11
GLOBsolvent_207,GLOBcomp_306,BFSVOASYOCHEOV-UHFFFAOYSA-N,(diethylamino)ethanol,C6H15NO,11
GLOBsolvent_208,GLOBcomp_453,LVTYICIALWPMFW-UHFFFAOYSA-N,N-(2-hydroxypropyl)-2-hydroxy-1-propanamine,C6H15NO2,11
GLOBsolvent_209,GLOBcomp_74,QNAYBMKLOCPYGJ-REOHCLBHSA-N,(S)-2-aminopropanoic acid,C3H7NO2,11
GLOBsolvent_210,GLOBcomp_84,CUNYTRQQXKCRTJ-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium tetrafluoroborate,C6H11BF4N2,11
GLOBsolvent_211,GLOBcomp_930,UQFSVBXCNGCBBW-UHFFFAOYSA-M,tetraethylammonium iodide,C8H20IN,11
GLOBsolvent_212,GLOBcomp_972,DPKBAXPHAYBPRL-UHFFFAOYSA-M,tetrabutylammonium iodide,C16H36IN,11
GLOBsolvent_213,GLOBcomp_1143,JTPNRXUCIXHOKM-UHFFFAOYSA-N,1-chloronaphthalene,C10H7Cl,10
GLOBsolvent_214,GLOBcomp_121,GXZCAMSPWNHTAE-UHFFFAOYSA-N,1-methyl-3-octylimidazolium tetrafluoroborate,C12H23BF4N2,10
GLOBsolvent_215,GLOBcomp_1307,DLKQHBOKULLWDQ-UHFFFAOYSA-N,1-bromonaphthalene,C10H7Br,10
GLOBsolvent_216,GLOBcomp_1449,QBVXKDJEZKEASM-UHFFFAOYSA-M,tetraoctylammonium bromide,C32H68BrN,10
GLOBsolvent_217,GLOBcomp_1521,WJSIUCDMWSDDCE-UHFFFAOYSA-K,trilithium citrate,C6H5Li3O7,10
GLOBsolvent_218,GLOBcomp_157,HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,C4H8O2S,10
GLOBsolvent_219,GLOBcomp_265,RHQDFWAXVIIEBN-UHFFFAOYSA-N,"2,2,2-trifluoroethanol",C2H3F3O,10
GLOBsolvent_220,GLOBcomp_326,JFCQEDHGNNZCLN-UHFFFAOYSA-N,"1,5-pentanedioic acid",C5H8O4,10
GLOBsolvent_221,GLOBcomp_475,PUZPDOWCWNUUKD-UHFFFAOYSA-M,sodium fluoride,FNa,10
GLOBsolvent_222,GLOBcomp_555,DDFYFBUWEBINLX-UHFFFAOYSA-M,tetramethylammonium bromide,C4H12BrN,10
GLOBsolvent_223,GLOBcomp_59,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,C10H22O,10
GLOBsolvent_224,GLOBcomp_65,DKPFZGUDAPQIHT-UHFFFAOYSA-N,butyl ethanoate,C6H12O2,10
GLOBsolvent_225,GLOBcomp_677,VQHSOMBJVWLPSR-WUJBLJFYSA-N,4-O-.alpha.-D-glucopyranosyl-D-glucitol,C12H24O11,10
GLOBsolvent_226,GLOBcomp_802,PYMYPHUHKUWMLA-VAYJURFESA-N,L-arabinose,C5H10O5,10
GLOBsolvent_227,GLOBcomp_894,OKJIRPAQVSHGFK-UHFFFAOYSA-N,N-acetylglycine,C4H7NO3,10
GLOBsolvent_228,GLOBcomp_979,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,sarcosine,C3H7NO2,10
GLOBsolvent_229,GLOBcomp_1067,AEMRFAOFKBGASW-UHFFFAOYSA-N,2-hydroxyethanoic acid,C2H4O3,9
GLOBsolvent_230,GLOBcomp_109,BGHCVCJVXZWKCC-UHFFFAOYSA-N,tetradecane,C14H30,9
GLOBsolvent_231,GLOBcomp_1418,NLXFONFHPKEHOZ-UHFFFAOYSA-N,diethylammonium hydrogen sulfate,C4H13NO4S,9
GLOBsolvent_232,GLOBcomp_1500,UNXNGGMLCSMSLH-UHFFFAOYSA-N,triethylammonium dihydrogen phosphate,C6H18NO4P,9
GLOBsolvent_233,GLOBcomp_1749,JNONJXMVMJSMTC-UHFFFAOYSA-N,triethylammonium hydrogen sulfate,C6H17NO4S,9
GLOBsolvent_234,GLOBcomp_179,XIYUIMLQTKODPS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium acetate,C8H14N2O2,9
GLOBsolvent_235,GLOBcomp_182,AMXOYNBUYSYVKV-UHFFFAOYSA-M,lithium bromide,BrLi,9
GLOBsolvent_236,GLOBcomp_194,ZPWVASYFFYYZEW-UHFFFAOYSA-L,dipotassium hydrogen phosphate,HK2O4P,9
GLOBsolvent_237,GLOBcomp_273,OXFBEEDAZHXDHB-UHFFFAOYSA-M,1-methyl-3-octylimidazolium chloride,C12H23ClN2,9
GLOBsolvent_238,GLOBcomp_282,JIAARYAFYJHUJI-UHFFFAOYSA-L,zinc chloride,Cl2Zn,9
GLOBsolvent_239,GLOBcomp_342,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,C3H7NO,9
GLOBsolvent_240,GLOBcomp_354,GYHNNYVSQQEPJS-UHFFFAOYSA-N,gallium,Ga,9
GLOBsolvent_241,GLOBcomp_42,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,C7H14,9
GLOBsolvent_242,GLOBcomp_490,ZDXPYRJPNDTMRX-VKHMYHEASA-N,L-glutamine,C5H10N2O3,9
GLOBsolvent_243,GLOBcomp_549,XXROGKLTLUQVRX-UHFFFAOYSA-N,2-propenol,C3H6O,9
GLOBsolvent_244,GLOBcomp_622,RAXXELZNTBOGNW-UHFFFAOYSA-N,1H-imidazole,C3H4N2,9
GLOBsolvent_245,GLOBcomp_1177,OHQGEXVFSPFCOA-UHFFFAOYSA-N,3-hydroxypropylammonium formate,C4H11NO3,8
GLOBsolvent_246,GLOBcomp_1354,IBWGNZVCJVLSHB-UHFFFAOYSA-M,tetrabutylphosphonium chloride,C16H36ClP,8
GLOBsolvent_247,GLOBcomp_1364,IRXRGVFLQOSHOH-UHFFFAOYSA-L,potassium oxalate,C2K2O4,8
GLOBsolvent_248,GLOBcomp_1372,JOLFDNKGQGYZTJ-UHFFFAOYSA-M,1-butyl-3-methylimidazolium salicylate,C15H20N2O3,8
GLOBsolvent_249,GLOBcomp_1462,QWIZNVHXZXRPDR-WSCXOGSTSA-N,"O-.alpha.-glucopyranosyl-(1,3)-O-.beta.-D- fructofuranosyl-(2,1)-.alpha.-D-glucopyranoside",C18H32O16,8
GLOBsolvent_250,GLOBcomp_164,GLUUGHFHXGJENI-UHFFFAOYSA-N,piperazine,C4H10N2,8
GLOBsolvent_251,GLOBcomp_1710,HXFYGSOGECBSOY-UHFFFAOYSA-N,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",C20H16N2O2,8
GLOBsolvent_252,GLOBcomp_192,NLXLAEXVIDQMFP-UHFFFAOYSA-N,ammonium chloride (NH4Cl),ClH4N,8
GLOBsolvent_253,GLOBcomp_27,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,C8H10,8
GLOBsolvent_254,GLOBcomp_276,RZJRJXONCZWCBN-UHFFFAOYSA-N,octadecane,C18H38,8
GLOBsolvent_255,GLOBcomp_3067,WIIZWVCIJKGZOK-RKDXNWHRSA-N,"[R-(R*,R*)]-2,2-dichloro-N-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]ethanamide",C11H12Cl2N2O5,8
GLOBsolvent_256,GLOBcomp_327,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,C4H6N2,8
GLOBsolvent_257,GLOBcomp_336,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,sodium iodide,INa,8
GLOBsolvent_258,GLOBcomp_382,BNIILDVGGAEEIG-UHFFFAOYSA-L,disodium hydrogen phosphate,HNa2O4P,8
GLOBsolvent_259,GLOBcomp_498,GUBGYTABKSRVRQ-QRZGKKJRSA-N,D-cellobiose,C12H22O11,8
GLOBsolvent_260,GLOBcomp_503,LHIJANUOQQMGNT-UHFFFAOYSA-N,N-(2-aminoethyl)ethanolamine,C4H12N2O,8
GLOBsolvent_261,GLOBcomp_5752,MKXKUVLTKOFIFU-UHFFFAOYSA-M,1-hexyl-3-methylimidazolium salicylate,C17H24N2O3,8
GLOBsolvent_262,GLOBcomp_597,GIAFURWZWWWBQT-UHFFFAOYSA-N,2-(2-aminoethoxy)ethanol,C4H11NO2,8
GLOBsolvent_263,GLOBcomp_6486,PZOPXFHFAGRVLM-UHFFFAOYSA-N,bis(1-propanamine)-silver(1+) bis((trifluoromethyl)sulfonyl)amide,C8H18AgF6N3O4S2,8
GLOBsolvent_264,GLOBcomp_658,MGSRCZKZVOBKFT-UHFFFAOYSA-N,3-methyl-6-isopropylphenol,C10H14O,8
GLOBsolvent_265,GLOBcomp_708,JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,C4H8O3,8
GLOBsolvent_266,GLOBcomp_7379,UUOXGYKLMPPQGN-UHFFFAOYSA-N,"bis(N,N-dimethylbenzamide-.kappa.O)-silver(1+) bis((perfluoroethyl)sulfonyl)amide",C22H22AgF10N3O6S2,8
GLOBsolvent_267,GLOBcomp_822,WFIZEGIEIOHZCP-UHFFFAOYSA-M,potassium formate,CHKO2,8
GLOBsolvent_268,GLOBcomp_829,WXMKPNITSTVMEF-UHFFFAOYSA-M,sodium benzoate,C7H5NaO2,8
GLOBsolvent_269,GLOBcomp_1126,HMSWAIKSFDFLKN-UHFFFAOYSA-N,hexacosane,C26H54,7
GLOBsolvent_270,GLOBcomp_1244,WQZGKKKJIJFFOK-DVKNGEFBSA-N,.alpha.-D-glucose,C6H12O6,7
GLOBsolvent_271,GLOBcomp_1250,XKBGEWXEAPTVCK-UHFFFAOYSA-M,"N-methyl-N,N-dioctyl-1-octanaminium chloride",C25H54ClN,7
GLOBsolvent_272,GLOBcomp_129,JYVLIDXNZAXMDK-UHFFFAOYSA-N,pentan-2-ol,C5H12O,7
GLOBsolvent_273,GLOBcomp_150,MEMNKNZDROKJHP-UHFFFAOYSA-M,1-butyl-3-methylimidazolium methyl sulfate,C9H18N2O4S,7
GLOBsolvent_274,GLOBcomp_186,WVDDGKGOMKODPV-UHFFFAOYSA-N,benzenemethanol,C7H8O,7
GLOBsolvent_275,GLOBcomp_1919,RXMRGBVLCSYIBO-UHFFFAOYSA-M,tetramethylammonium iodide,C4H12IN,7
GLOBsolvent_276,GLOBcomp_2043,YMKDRGPMQRFJGP-UHFFFAOYSA-M,cetylpyridinium chloride,C21H38ClN,7
GLOBsolvent_277,GLOBcomp_323,GWQYPLXGJIXMMV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium bromide,C6H11BrN2,7
GLOBsolvent_278,GLOBcomp_495,DKEXFJVMVGETOO-LURJTMIESA-N,glycyl-L-leucine,C8H16N2O3,7
GLOBsolvent_279,GLOBcomp_496,DLFVBJFMPXGRIB-UHFFFAOYSA-N,ethanamide,C2H5NO,7
GLOBsolvent_280,GLOBcomp_57,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,propane,C3H8,7
GLOBsolvent_281,GLOBcomp_6158,OJIYIVCMRYCWSE-UHFFFAOYSA-M,Domiphen bromide,C22H40BrNO,7
GLOBsolvent_282,GLOBcomp_660,NHGXDBSUJJNIRV-UHFFFAOYSA-M,tetrabutylammonium chloride,C16H36ClN,7
GLOBsolvent_283,GLOBcomp_742,STKYPAFSDFAEPH-LURJTMIESA-N,glycyl-L-valine,C7H14N2O3,7
GLOBsolvent_284,GLOBcomp_818,TXCDCPKCNAJMEE-UHFFFAOYSA-N,dibenzo[bd]furan,C12H8O,7
GLOBsolvent_285,GLOBcomp_1020,PTTPUWGBPLLBKW-UHFFFAOYSA-M,sodium ibuprofen,C13H17NaO2,6
GLOBsolvent_286,GLOBcomp_105,MFXLOVLEQJRXFP-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium tetrafluoroborate,C10H19BF4N2,6
GLOBsolvent_287,GLOBcomp_1172,NNJVILVZKWQKPM-UHFFFAOYSA-N,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",C14H22N2O,6
GLOBsolvent_288,GLOBcomp_1247,WUWHFEHKUQVYLF-UHFFFAOYSA-M,sodium glycinate,C2H4NNaO2,6
GLOBsolvent_289,GLOBcomp_1347,HJCMDXDYPOUFDY-WHFBIAKZSA-N,L-alanyl-L-glutamine,C8H15N3O4,6
GLOBsolvent_290,GLOBcomp_138,LECQXINNQGHJBM-UHFFFAOYSA-N,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C14H23F6N3O4S2,6
GLOBsolvent_291,GLOBcomp_1387,KLZUFWVZNOTSEM-UHFFFAOYSA-K,aluminum fluoride,AlF3,6
GLOBsolvent_292,GLOBcomp_139,UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene,C10H8,6
GLOBsolvent_293,GLOBcomp_1439,PNMUAGGSDZXTHX-BYPYZUCNSA-N,glycyl-l-glutamine,C7H13N3O4,6
GLOBsolvent_294,GLOBcomp_1515,VSGNNIFQASZAOI-UHFFFAOYSA-L,calcium acetate,C4H6CaO4,6
GLOBsolvent_295,GLOBcomp_152,RDOXTESZEPMUJZ-UHFFFAOYSA-N,anisole,C7H8O,6
GLOBsolvent_296,GLOBcomp_1577,AVBGNFCMKJOFIN-UHFFFAOYSA-N,triethylammonium acetate,C8H19NO2,6
GLOBsolvent_297,GLOBcomp_1679,GNOIPBMMFNIUFM-UHFFFAOYSA-N,tris(dimethylamino)phosphine oxide,C6H18N3OP,6
GLOBsolvent_298,GLOBcomp_1682,GSDSWSVVBLHKDQ-JTQLQIEISA-N,levofloxacin,C18H20FN3O4,6
GLOBsolvent_299,GLOBcomp_1783,KYWVDGFGRYJLPE-UHFFFAOYSA-N,trimethylammonium acetate,C5H13NO2,6
GLOBsolvent_300,GLOBcomp_1959,UEHUZQKLOWYOMO-UHFFFAOYSA-N,diethylammonium acetate,C6H15NO2,6
GLOBsolvent_301,GLOBcomp_238,CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methylpropan-1-ol,C4H11NO,6
GLOBsolvent_302,GLOBcomp_2901,SHAYBENGXDALFF-UHFFFAOYSA-N,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",C19H22ClN,6
GLOBsolvent_303,GLOBcomp_2913,SNPLKNRPJHDVJA-ZETCQYMHSA-N,d-Panthenol,C9H19NO4,6
GLOBsolvent_304,GLOBcomp_2936,SYZCZDCAEVUSPM-UHFFFAOYSA-M,tetrahexylammonium bromide,C24H52BrN,6
GLOBsolvent_305,GLOBcomp_3192,YTSDTJNDMGOTFN-UHFFFAOYSA-M,1-butyl-4-methylpyridinium chloride,C10H16ClN,6
GLOBsolvent_306,GLOBcomp_3200,YXVFQADLFFNVDS-UHFFFAOYSA-N,"ammonium citrate, dibasic",C6H14N2O7,6
GLOBsolvent_307,GLOBcomp_346,XSGKJXQWZSFJEJ-UHFFFAOYSA-N,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,C9H18F6N2O4S2,6
GLOBsolvent_308,GLOBcomp_347,ZKQLVOZSJHOZBL-UHFFFAOYSA-M,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,6
GLOBsolvent_309,GLOBcomp_365,BSKHPKMHTQYZBB-UHFFFAOYSA-N,2-methylpyridine,C6H7N,6
GLOBsolvent_310,GLOBcomp_374,PYMYPHUHKUWMLA-LMVFSUKVSA-N,D-ribose,C5H10O5,6
GLOBsolvent_311,GLOBcomp_387,FVSKHRXBFJPNKK-UHFFFAOYSA-N,propanenitrile,C3H5N,6
GLOBsolvent_312,GLOBcomp_393,NLKNQRATVPKPDG-UHFFFAOYSA-M,potassium iodide,IK,6
GLOBsolvent_313,GLOBcomp_438,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",C4H11NO,6
GLOBsolvent_314,GLOBcomp_445,APFVFJFRJDLVQX-UHFFFAOYSA-N,indium,In,6
GLOBsolvent_315,GLOBcomp_45,LIKMAJRDDDTEIG-UHFFFAOYSA-N,hex-1-ene,C6H12,6
GLOBsolvent_316,GLOBcomp_457,OFOBLEOULBTSOW-UHFFFAOYSA-N,propanedioic acid,C3H4O4,6
GLOBsolvent_317,GLOBcomp_474,OPKOKAMJFNKNAS-UHFFFAOYSA-N,2-(methylamino)ethanol,C3H9NO,6
GLOBsolvent_318,GLOBcomp_476,PXHVJJICTQNCMI-UHFFFAOYSA-N,nickel,Ni,6
GLOBsolvent_319,GLOBcomp_51,VNWKTOKETHGBQD-UHFFFAOYSA-N,methane,CH4,6
GLOBsolvent_320,GLOBcomp_575,RYFMWSXOAZQYPI-UHFFFAOYSA-K,trisodium phosphate,Na3O4P,6
GLOBsolvent_321,GLOBcomp_598,HFHDHCJBZVLPGP-RWMJIURBSA-N,.alpha.-cyclodextrin,C36H60O30,6
GLOBsolvent_322,GLOBcomp_608,MIJDSYMOBYNHOT-UHFFFAOYSA-N,2-(ethylamino)ethanol,C4H11NO,6
GLOBsolvent_323,GLOBcomp_618,PYSGFFTXMUWEOT-UHFFFAOYSA-N,3-dimethylamino-1-propanol,C5H13NO,6
GLOBsolvent_324,GLOBcomp_6868,RSJCFBORABJFGA-UHFFFAOYSA-M,1-butyl-4-methylpyridinium iodide,C10H16IN,6
GLOBsolvent_325,GLOBcomp_687,YFTHZRPMJXBUME-UHFFFAOYSA-N,tripropylamine,C9H21N,6
GLOBsolvent_326,GLOBcomp_798,OENHQHLEOONYIE-JLTXGRSLSA-N,.beta.-carotene,C40H56,6
GLOBsolvent_327,GLOBcomp_86,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",C2H4Cl2,6
GLOBsolvent_328,GLOBcomp_901,PAPBSGBWRJIAAV-UHFFFAOYSA-N,6-hexanolactone,C6H10O2,6
GLOBsolvent_329,GLOBcomp_920,STCBHSHARMAIOM-UHFFFAOYSA-N,1-methylimidazolium chloride,C4H7ClN2,6
GLOBsolvent_330,GLOBcomp_1003,LZCLXQDLBQLTDK-BYPYZUCNSA-N,(S)-(-)-ethyl lactate,C5H10O3,5
GLOBsolvent_331,GLOBcomp_1117,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"1,8-diaza-7-bicyclo[5.4.0]undecene",C9H16N2,5
GLOBsolvent_332,GLOBcomp_1268,AKHNMLFCWUSKQB-UHFFFAOYSA-L,sodium thiosulfate,Na2O3S2,5
GLOBsolvent_333,GLOBcomp_141,YPWSSSRXUOQNMQ-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium hexafluorophosphate,C10H19F6N2P,5
GLOBsolvent_334,GLOBcomp_1873,QBQLPWLODYZCLE-UHFFFAOYSA-M,dodecyl(2-hydroxyethyl)dimethylammonium bromide,C16H36BrNO,5
GLOBsolvent_335,GLOBcomp_188,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-methylbutan-2-ol,C5H12O,5
GLOBsolvent_336,GLOBcomp_1938,SVYKKECYCPFKGB-UHFFFAOYSA-N,"N,N-dimethylcyclohexylamine",C8H17N,5
GLOBsolvent_337,GLOBcomp_199,QGZKDVFQNNGYKY-UHFFFAOYSA-N,ammonia,H3N,5
GLOBsolvent_338,GLOBcomp_203,BSKSXTBYXTZWFI-UHFFFAOYSA-M,1-butyl-3-methylimidazolium acetate,C10H18N2O2,5
GLOBsolvent_339,GLOBcomp_2163,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,"3,7-dimethyl-1-(5-oxohexyl)-3,7-dihydro-1H-purine-2,6-dione",C13H18N4O3,5
GLOBsolvent_340,GLOBcomp_2302,GGDGVDMTSZPOIB-UHFFFAOYSA-M,N-cetyl-hydroxyethyl-dimethyl ammonium bromide,C20H44BrNO,5
GLOBsolvent_341,GLOBcomp_245,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"2,5,8-trioxanonane",C6H14O3,5
GLOBsolvent_342,GLOBcomp_247,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",C10H22O5,5
GLOBsolvent_343,GLOBcomp_2629,MMLQBVOCVBSUPY-UHFFFAOYSA-M,N-tetradecyl-hydroxyethyl-dimethyl ammonium bromide,C18H40BrNO,5
GLOBsolvent_344,GLOBcomp_271,HUMNYLRZRPPJDN-UHFFFAOYSA-N,benzaldehyde,C7H6O,5
GLOBsolvent_345,GLOBcomp_3150,XWBDWHCCBGMXKG-UHFFFAOYSA-N,ethylammonium chloride,C2H8ClN,5
GLOBsolvent_346,GLOBcomp_317,XXJWXESWEXIICW-UHFFFAOYSA-N,"3,6-dioxa-1-octanol",C6H14O3,5
GLOBsolvent_347,GLOBcomp_334,CDWUIWLQQDTHRA-UHFFFAOYSA-N,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C9H13F6N3O4S2,5
GLOBsolvent_348,GLOBcomp_484,WUGQZFFCHPXWKQ-UHFFFAOYSA-N,3-amino-1-propanol,C3H9NO,5
GLOBsolvent_349,GLOBcomp_531,GRYLNZFGIOXLOG-UHFFFAOYSA-N,nitric acid,HNO3,5
GLOBsolvent_350,GLOBcomp_558,HXKKHQJGJAFBHI-UHFFFAOYSA-N,1-amino-2-propanol,C3H9NO,5
GLOBsolvent_351,GLOBcomp_5625,LVTHXRLARFLXNR-UHFFFAOYSA-M,potassium perfluorobutanesulfonate,C4F9KO3S,5
GLOBsolvent_352,GLOBcomp_75,XNLICIUVMPYHGG-UHFFFAOYSA-N,pentan-2-one,C5H10O,5
GLOBsolvent_353,GLOBcomp_7704,WFRUBUQWJYMMRQ-UHFFFAOYSA-M,potassium perfluorooctanesulfonate,C8F17KO3S,5
GLOBsolvent_354,GLOBcomp_886,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,D-raffinose,C18H32O16,5
GLOBsolvent_355,GLOBcomp_889,NNBZCPXTIHJBJL-UHFFFAOYSA-N,decahydronaphthalene,C10H18,5
GLOBsolvent_356,GLOBcomp_95,LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-tetrafluoroethane",C2H2F4,5
GLOBsolvent_357,GLOBcomp_1004,MFSZVOKHTMONOW-WCCKRBBISA-M,potassium L-prolinate,C5H8KNO2,4
GLOBsolvent_358,GLOBcomp_1047,WFDIJRYMOXRFFG-UHFFFAOYSA-N,ethanoic anhydride,C4H6O3,4
GLOBsolvent_359,GLOBcomp_1068,AIEALLLFKIOIDM-UHFFFAOYSA-M,"2-hydroxy-N,N,N-trimethylethanaminium glycinate",C7H18N2O3,4
GLOBsolvent_360,GLOBcomp_1073,AXPLOJNSKRXQPA-UHFFFAOYSA-N,lithium hexafluorophosphate,F6LiP,4
GLOBsolvent_361,GLOBcomp_1112,GEHJYWRUCIMESM-UHFFFAOYSA-L,sodium sulfite,Na2O3S,4
GLOBsolvent_362,GLOBcomp_116,KZSNJWFQEVHDMF-BYPYZUCNSA-N,L-valine,C5H11NO2,4
GLOBsolvent_363,GLOBcomp_1169,NCXUNZWLEYGQAH-UHFFFAOYSA-N,1-(dimethylamino)-2-propanol,C5H13NO,4
GLOBsolvent_364,GLOBcomp_1173,NSPMIYGKQJPBQR-UHFFFAOYSA-N,"1H-1,2,4-triazole",C2H3N3,4
GLOBsolvent_365,GLOBcomp_1214,SQEGLLMNIBLLNQ-UHFFFAOYSA-N,nonafluoroisobutyl ethyl ether,C6H5F9O,4
GLOBsolvent_366,GLOBcomp_124,HVZJRWJGKQPSFL-UHFFFAOYSA-N,2-methoxy-2-methylbutane,C6H14O,4
GLOBsolvent_367,GLOBcomp_125,PFEOZHBOMNWTJB-UHFFFAOYSA-N,3-methylpentane,C6H14,4
GLOBsolvent_368,GLOBcomp_132,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,C7H11F3N2O3S,4
GLOBsolvent_369,GLOBcomp_136,HSLXOARVFIWOQF-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,C11H20F6N2O4S2,4
GLOBsolvent_370,GLOBcomp_1365,ISSANPNWPVRCPL-UHFFFAOYSA-N,propylammonium formate,C4H11NO2,4
GLOBsolvent_371,GLOBcomp_1495,UDWXLZLRRVQONG-UHFFFAOYSA-M,sodium hexanoate,C6H11NaO2,4
GLOBsolvent_372,GLOBcomp_1568,AHRQMWOXLCFNAV-UHFFFAOYSA-O,ethylammonium nitrate,C2H8N2O3,4
GLOBsolvent_373,GLOBcomp_1595,BHHYHSUAOQUXJK-UHFFFAOYSA-L,zinc fluoride,F2Zn,4
GLOBsolvent_374,GLOBcomp_1756,JUGOREOARAHOCO-UHFFFAOYSA-M,acetylcholine chloride,C7H16ClNO2,4
GLOBsolvent_375,GLOBcomp_1863,PQLAYKMGZDUDLQ-UHFFFAOYSA-K,aluminum bromide,AlBr3,4
GLOBsolvent_376,GLOBcomp_1865,PRWXGRGLHYDWPS-UHFFFAOYSA-L,sodium malonate,C3H2Na2O4,4
GLOBsolvent_377,GLOBcomp_1895,QYSPLQLAKJAUJT-UHFFFAOYSA-N,"4-hydroxy-2-methyl-N-2-pyridinyl-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide",C15H13N3O4S,4
GLOBsolvent_378,GLOBcomp_19,IJGRMHOSHXDMSA-UHFFFAOYSA-N,nitrogen,N2,4
GLOBsolvent_379,GLOBcomp_2169,CCAVYRRHZLAMDJ-UHFFFAOYSA-N,silver tetrafluoroborate,AgBF4,4
GLOBsolvent_380,GLOBcomp_237,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",C4H10O2,4
GLOBsolvent_381,GLOBcomp_2465,JDJOOXSQZXZWJO-UHFFFAOYSA-N,1-isobutenyl-3-methylimidazolium tetrafluoroborate,C8H13BF4N2,4
GLOBsolvent_382,GLOBcomp_2526,KGTTXIHTHOHIHN-UHFFFAOYSA-N,N-methyl-2-oxopyrrolidinium propionate,C8H15NO3,4
GLOBsolvent_383,GLOBcomp_2696,OAFBETRANPRMCT-UHFFFAOYSA-N,"N,N-dimethylbenzylammonium acetate",C11H17NO2,4
GLOBsolvent_384,GLOBcomp_2808,QLPMKRZYJPNIRP-UHFFFAOYSA-M,methyltrioctylammonium bromide,C25H54BrN,4
GLOBsolvent_385,GLOBcomp_30,CTQNGGLPUBDAKN-UHFFFAOYSA-N,"1,2-dimethylbenzene",C8H10,4
GLOBsolvent_386,GLOBcomp_3186,YQLPEPIQYVFZOP-UHFFFAOYSA-N,N-methyl-2-oxopyrrolidinium formate,C6H11NO3,4
