meas_num_id,meas_id,method_name,method_type,n_blocks,n_aliases
GLOBmeas_639,titration_ion_chromatography_and_gravimetry,"Titration, ion chromatography, and gravimetry",custom,9,1
GLOBmeas_640,two_terminal_dielectric_cell,two-terminal dielectric cell,custom,9,1
GLOBmeas_641,ultrasonic_interferometer,ultrasonic interferometer,custom,9,1
GLOBmeas_642,vapour_pressure_osmometry,vapour pressure osmometry,custom,9,1
GLOBmeas_643,variation_in_laser_intensity,Variation in Laser intensity,custom,9,2
GLOBmeas_644,vibrating_wire,vibrating wire,custom,9,1
GLOBmeas_645,vibrating_wire_viscometer,Vibrating wire viscometer,custom,9,2
GLOBmeas_646,visual_gravimetric,visual gravimetric,custom,9,1
GLOBmeas_647,wayne_kerr_6430b_auto_balance_bridge,Wayne-Kerr 6430B Auto Balance Bridge,custom,9,1
GLOBmeas_648,wilhelmi_plate,wilhelmi plate,custom,9,2
GLOBmeas_649,adding_known_mass_of_solute_until_laser_intensity_is_not_maximum,adding known mass of solute until laser intensity is not maximum,custom,8,1
GLOBmeas_650,anton_paar_dsa48_sound_analyzer,Anton-Paar DSA48 sound analyzer,custom,8,1
GLOBmeas_651,anton_paar_dsa_5000,Anton Paar DSA-5000,custom,8,1
GLOBmeas_652,appear,APPEAR,custom,8,1
GLOBmeas_653,atomic_emission_spectroscopy,atomic emission spectroscopy,custom,8,1
GLOBmeas_654,bombrt_method_bombrt,BOMBRT:Method:BOMBRT,custom,8,1
GLOBmeas_655,by_freezing_time,by freezing time,custom,8,1
GLOBmeas_656,by_melting_time,by melting time,custom,8,1
GLOBmeas_657,calvet_ufactor_6,CALVET:UFactor:6,custom,8,1
GLOBmeas_658,camera_imaging,Camera Imaging,custom,8,1
GLOBmeas_659,caprise_ufactor_8,CAPRISE:UFactor:8,custom,8,2
GLOBmeas_660,chromatographic_impulse_response_method,chromatographic impulse response method,custom,8,2
GLOBmeas_661,co2_expansion_into_calibration_volume,CO2 Expansion into Calibration Volume,custom,8,1
GLOBmeas_662,conductivity_bridge,conductivity bridge,custom,8,1
GLOBmeas_663,conductivity_meter,conductivity meter,custom,8,1
GLOBmeas_664,continuous_flow_apparatus,Continuous Flow Apparatus,custom,8,1
GLOBmeas_665,cyberscan_pc_510,Cyberscan PC 510,custom,8,1
GLOBmeas_666,density_and_index_of_refraction,Density and Index of Refraction,custom,8,1
GLOBmeas_667,derived_from_infinite_dilution_activity_coefficient_data,Derived from infinite dilution activity coefficient data,custom,8,1
GLOBmeas_668,direct_fp,DIRECT:FP,custom,8,1
GLOBmeas_669,discharge_crucible_method,discharge crucible method,custom,8,2
GLOBmeas_670,dynamic,DYNAMIC,custom,8,2
GLOBmeas_671,edta_volumetric_method,EDTA volumetric method,custom,8,1
GLOBmeas_672,expandable_cell_with_movable_piston,expandable cell with movable piston,custom,8,1
GLOBmeas_673,fpint_ufactor_64,FPINT:UFactor:64,custom,8,1
GLOBmeas_674,from_heat_capacities_measured_by_dsc,From heat capacities measured by DSC,custom,8,1
GLOBmeas_675,gamma_ray_attenuation_technique,gamma-ray attenuation technique,custom,8,1
GLOBmeas_676,gas_volume_change_or_dissolution,gas volume change or dissolution,custom,8,1
GLOBmeas_677,gravimetric_technique,Gravimetric Technique,custom,8,1
GLOBmeas_678,gravimetric_with_drying_of_solvent,Gravimetric with drying of solvent,custom,8,2
GLOBmeas_679,isochoric_saturation,isochoric saturation,custom,8,1
GLOBmeas_680,laser_beam_penetrating,laser beam penetrating,custom,8,1
GLOBmeas_681,laser_intensity_variation,Laser intensity variation,custom,8,2
GLOBmeas_682,laser_monitering_technique,laser monitering technique,custom,8,1
GLOBmeas_683,lvpai_ufactor_0_5,LVPAI:UFactor:0.5,custom,8,1
GLOBmeas_684,nmr_proton,NMR (proton),custom,8,1
GLOBmeas_685,none_described,None described,custom,8,1
GLOBmeas_686,none_given,None given,custom,8,2
GLOBmeas_687,oh_301,OH-301,custom,8,1
GLOBmeas_688,other_dpv_30,OTHER:dPV:30%,custom,8,1
GLOBmeas_689,other_smethod_knudsen,OTHER::sMethod:Knudsen,custom,8,1
GLOBmeas_690,plot_extrapolation_enthalpy_of_fusion_vs_molar_fractions,plot extrapolation (enthalpy of fusion vs. molar fractions),custom,8,1
GLOBmeas_691,quartz_crystal_resonator,Quartz crystal resonator,custom,8,2
GLOBmeas_692,raman_spectroscopy,Raman spectroscopy,custom,8,1
GLOBmeas_693,rotary_viscometer,rotary viscometer,custom,8,1
GLOBmeas_694,sound_velocity_cell,sound velocity cell,custom,8,1
GLOBmeas_695,spectral_colorimeter_analysis,Spectral colorimeter analysis,custom,8,1
GLOBmeas_696,spinning_band_column_technique,Spinning band column technique,custom,8,1
GLOBmeas_697,statistical_thermodynamics,statistical thermodynamics,custom,8,2
GLOBmeas_698,thermogravimetric_analysis,Thermogravimetric Analysis,custom,8,1
GLOBmeas_699,titration_spectroscopy_and_gravimetric_analysis,"titration, spectroscopy, and gravimetric analysis",custom,8,1
GLOBmeas_700,transpiration,Transpiration,custom,8,2
GLOBmeas_701,ultraviolet_spectrophotometer,ultraviolet spectrophotometer,custom,8,1
GLOBmeas_702,uv_spec,UV spec,custom,8,1
GLOBmeas_703,vacuum_sublimation,vacuum sublimation,custom,8,1
GLOBmeas_704,visobs_fp,VISOBS:FP,custom,8,1
GLOBmeas_705,abiabatic_calorimeter,abiabatic calorimeter,custom,7,1
GLOBmeas_706,adiabatic_calorimeter,adiabatic calorimeter,custom,7,1
GLOBmeas_707,adiaca_ufactor_4_fp,ADIACA:UFactor:4:FP,custom,7,1
GLOBmeas_708,angle_minimization_by_sell_rotation,Angle minimization by sell rotation,custom,7,1
GLOBmeas_709,anton_paar_stabinger_viscometer,Anton Paar Stabinger viscometer,custom,7,1
GLOBmeas_710,atago_rx_1000,ATAGO RX-1000,custom,7,1
GLOBmeas_711,atago_rx_5000_refractometer_with_hero_therm_thermostat,ATAGO RX-5000 refractometer with Hero Therm thermostat,custom,7,1
GLOBmeas_712,atomic_absorption,Atomic absorption,custom,7,2
GLOBmeas_713,brillouin_scattering,Brillouin scattering,custom,7,1
GLOBmeas_714,bubblep_ufactor_8,BUBBLEP:UFactor:8,custom,7,1
GLOBmeas_715,conductivity_measurement_method,Conductivity measurement method,custom,7,1
GLOBmeas_716,conductivity_method,conductivity method,custom,7,2
GLOBmeas_717,dataphysics_dcat21_digital_tensiometer,Dataphysics DCAT21 digital tensiometer,custom,7,1
GLOBmeas_718,densities_and_refractive_indices_measurements,densities and refractive indices measurements,custom,7,1
GLOBmeas_719,derived_with_scaling_equation,derived with scaling equation,custom,7,1
GLOBmeas_720,digital_refractometer,digital refractometer,custom,7,1
GLOBmeas_721,dinitrosalicyclic_acid_colorimetric_method,dinitrosalicyclic acid colorimetric method,custom,7,1
GLOBmeas_722,dta_corrimp_ufactor_4,DTA:corrimp:UFactor:4,custom,7,1
GLOBmeas_723,ebullio_dp_0_15,EBULLIO::dP:0.15,custom,7,2
GLOBmeas_724,ebullio_fp,EBULLIO:FP,custom,7,1
GLOBmeas_725,ebullio_ufactor_32_fp,EBULLIO:UFactor:32:FP,custom,7,1
GLOBmeas_726,evaporation_followed_by_mass_calculation,evaporation followed by mass calculation,custom,7,1
GLOBmeas_727,fpint_ufactor_800,FPINT::UFactor:800,custom,7,2
GLOBmeas_728,from_temp_dependence_of_electrical_conductivity,from temp. dependence of electrical conductivity,custom,7,1
GLOBmeas_729,gas_volume_after_depressurization,gas volume after depressurization,custom,7,2
GLOBmeas_730,gas_volume_change,gas volume change,custom,7,2
GLOBmeas_731,gravimetric_titration_and_spectroscopy,gravimetric titration and  spectroscopy,custom,7,1
GLOBmeas_732,gravimetric_with_evaporation_of_solvent,gravimetric with evaporation of solvent,custom,7,1
GLOBmeas_733,gravimetrical_method,gravimetrical method,custom,7,2
GLOBmeas_734,hp4284a_lcr_meter_with_hp16452a_measuring_cell,HP4284A LCR Meter with HP16452A measuring cell,custom,7,2
GLOBmeas_735,isoperibol_solid,ISOPERIBOL:solid,custom,7,1
GLOBmeas_736,isoperibol_ufactor_4,ISOPERIBOL:UFactor:4,custom,7,1
GLOBmeas_737,isothermal_bubble_point_pressure,isothermal bubble-point pressure,custom,7,1
GLOBmeas_738,kanuer_k_7000_vapour_pressure_osmometer,Kanuer K-7000 vapour pressure osmometer,custom,7,1
GLOBmeas_739,laser_beam_intensity,Laser beam intensity,custom,7,1
GLOBmeas_740,laser_monitoring_dynamic_method,laser monitoring dynamic method,custom,7,1
GLOBmeas_741,lasers,lasers,custom,7,1
GLOBmeas_742,last_crystal_disappearance_monitored_with_laser_intensity,Last crystal disappearance monitored with laser intensity,custom,7,1
GLOBmeas_743,liquid_samples_of_both_phases_were_weighed_with_a_precision_balance,liquid samples of both phases were weighed with a precision balance,custom,7,1
GLOBmeas_744,mass_of_residual_solid_after_drying,mass of residual solid after drying,custom,7,1
GLOBmeas_745,other_smethod_systronics_conductivity_meter_type_306,OTHER::sMethod:Systronics conductivity meter (Type 306),custom,7,1
GLOBmeas_746,other_smethod_wilhelmy_plate_method,OTHER::sMethod:Wilhelmy plate method,custom,7,2
GLOBmeas_747,parr_1455_solution_calorimeter,Parr 1455 Solution Calorimeter,custom,7,2
GLOBmeas_748,pfg_nmr_spectroscopy,PFG NMR Spectroscopy,custom,7,1
GLOBmeas_749,picrate_formation,picrate formation,custom,7,1
GLOBmeas_750,pontentiometric,Pontentiometric,custom,7,1
GLOBmeas_751,precise_component_analyser_type_6430b,Precise Component Analyser type 6430B,custom,7,1
GLOBmeas_752,pressure_change_on_solution,pressure change on solution,custom,7,1
GLOBmeas_753,radial_heat_flow,radial heat flow,custom,7,1
GLOBmeas_754,rayleigh_distillation,Rayleigh distillation,custom,7,2
GLOBmeas_755,refractometer_model_rfm_81,refractometer model RFM 81,custom,7,1
GLOBmeas_756,same_ufactor_4,SAME:UFactor:4,custom,7,1
GLOBmeas_757,single_sinker_densimeter,single sinker densimeter,custom,7,1
GLOBmeas_758,sound_analyzer,sound analyzer,custom,7,1
GLOBmeas_759,spinning_drop_method,spinning drop method,custom,7,1
GLOBmeas_760,static_analytical,static analytical,custom,7,1
GLOBmeas_761,unspecified,Unspecified,custom,7,1
GLOBmeas_762,uv_vis_detector,UV-vis detector,custom,7,1
GLOBmeas_763,vibrating_tube,vibrating tube,custom,7,2
GLOBmeas_764,vibrating_tube_wf,vibrating tube:WF = ,custom,7,1
GLOBmeas_765,vibtub_ufactor_2_dt_0_01,VIBTUB:UFactor:2:dT:0.01,custom,7,1
GLOBmeas_766,volume_change_on_dissolution,volume change on dissolution,custom,7,2
GLOBmeas_767,weighing_bottle_method,Weighing bottle method,custom,7,2
GLOBmeas_768,zaw_j_refractometer,ZAW-J refractometer,custom,7,1
GLOBmeas_769,2_drop_calorimetry,2-drop calorimetry,custom,6,2
GLOBmeas_770,adiaca_fp,ADIACA:FP,custom,6,1
GLOBmeas_771,adiaca_ufactor_16,ADIACA:UFactor:16,custom,6,1
GLOBmeas_772,adiaca_ufactor_8_fp,ADIACA:UFactor:8:FP,custom,6,1
GLOBmeas_773,adiacnv,ADIACNV,custom,6,1
GLOBmeas_774,barkers_method,Barkers Method,custom,6,1
GLOBmeas_775,by_calculation,by calculation,custom,6,1
GLOBmeas_776,calculated_from_measured_densities,calculated from measured densities,custom,6,1
GLOBmeas_777,calculated_from_osmotic_coefficients,Calculated from Osmotic Coefficients,custom,6,1
GLOBmeas_778,capacitive_measurement_method_at_f_1_mhz,Capacitive measurement method at f=1 MHz,custom,6,1
GLOBmeas_779,ccell13,CCELL13,custom,6,1
GLOBmeas_780,ccell_ufactor_64,CCELL:UFactor:64,custom,6,1
GLOBmeas_781,cdm210_radiometer_analytical_conductivimeter,CDM210 radiometer analytical conductivimeter,custom,6,1
GLOBmeas_782,change_in_light_intensity,change in light intensity,custom,6,1
GLOBmeas_783,chilled_mirror_dew_point_technique,Chilled-mirror Dew Point Technique,custom,6,3
GLOBmeas_784,closed_cylinder_with_variable_piston,closed cylinder with variable piston,custom,6,1
GLOBmeas_785,cloud_point_titration_method,Cloud point titration method,custom,6,1
GLOBmeas_786,crison_conductivimeter,crison conductivimeter,custom,6,1
GLOBmeas_787,crison_glp31,Crison GLP31,custom,6,1
GLOBmeas_788,dcell_ufactor_2,DCELL:UFactor:2,custom,6,1
GLOBmeas_789,density_and_refractive_index_values_from_the_literature,density and refractive index values from the literature,custom,6,1
GLOBmeas_790,derived_from_fit_of_exp_he_data,Derived From Fit of Exp. He Data,custom,6,1
GLOBmeas_791,derived_from_isochoric_cv_measurments,Derived from isochoric Cv measurments,custom,6,1
GLOBmeas_792,derived_from_lle_data,Derived from LLE data,custom,6,1
GLOBmeas_793,derived_from_vle_measurements,Derived from VLE measurements,custom,6,1
GLOBmeas_794,dip_type_cell,dip-type cell,custom,6,1
GLOBmeas_795,direct_dissair_ufactor_64,DIRECT:dissair:UFactor:64,custom,6,1
GLOBmeas_796,distill_fp,DISTILL:FP,custom,6,1
GLOBmeas_797,distill_ufactor_2_fp,DISTILL:UFactor:2:FP,custom,6,1
GLOBmeas_798,drying_in_vacuum,drying in vacuum,custom,6,1
GLOBmeas_799,dta_corrimp_fp,DTA:corrimp:FP,custom,6,1
GLOBmeas_800,dta_ufactor_10,DTA:UFactor:10,custom,6,1
GLOBmeas_801,dta_ufactor_2_fp,DTA:UFactor:2:FP,custom,6,1
GLOBmeas_802,ebullio_dp_0_133,EBULLIO:dP:0.133,custom,6,1
GLOBmeas_803,ebullio_ufactor_128,EBULLIO:UFactor:128,custom,6,1
GLOBmeas_804,ebulliometer,ebulliometer,custom,6,2
GLOBmeas_805,electrical_conductivity,electrical conductivity,custom,6,1
GLOBmeas_806,electrochemical_cell_potential,Electrochemical cell potential,custom,6,1
GLOBmeas_807,extrapolation_of_results_to_0_concentration,extrapolation of results to 0 concentration,custom,6,1
GLOBmeas_808,fisher_boiling_point_apparatus,Fisher boiling point apparatus,custom,6,1
GLOBmeas_809,fixed_frequency_variable_path_interferometer,Fixed Frequency Variable Path Interferometer,custom,6,1
GLOBmeas_810,flotation_method,flotation method,custom,6,2
GLOBmeas_811,fpint_ufactor_32,FPINT:UFactor:32,custom,6,2
GLOBmeas_812,from_pvt_data,from PVT data,custom,6,1
GLOBmeas_813,gas_chromatograph,gas chromatograph,custom,6,1
GLOBmeas_814,gc_and_karl_fischer_for_water_in_the_organic_phase,GC and Karl Fischer for water in the organic phase,custom,6,1
GLOBmeas_815,gc_correlation,GC correlation,custom,6,1
GLOBmeas_816,given_elsewhere,given elsewhere,custom,6,1
GLOBmeas_817,gravimetric_methods_using_sodium_tetraphenyl_borate_and_barium_chloride_as_the_precipitators,gravimetric methods using sodium tetraphenyl borate and barium chloride as the precipitators,custom,6,1
GLOBmeas_818,gravimetric_titration,gravimetric + titration,custom,6,1
GLOBmeas_819,gravimetry_and_titration,gravimetry and titration,custom,6,1
GLOBmeas_820,hplc_system,HPLC system,custom,6,1
GLOBmeas_821,hygrometric,hygrometric,custom,6,1
GLOBmeas_822,icp_optical_spectroscopy,ICP optical spectroscopy,custom,6,1
GLOBmeas_823,impedance_gain_phase_analyzer,impedance/gain phase analyzer,custom,6,1
GLOBmeas_824,inductively_coupled_plasma_optical_emission_spectroscopy,inductively coupled plasma optical emission spectroscopy,custom,6,1
GLOBmeas_825,inert_gas_stripping_headspace_analysis_in_two_variants_the_classical_and_the_relative_rayleigh_distillation_and_circulation_still,"inert gas stripping, headspace analysis in two variants - the classical and the relative, Rayleigh distillation, and circulation still",custom,6,1
GLOBmeas_826,inert_gas_stripping_method,inert gas stripping method,custom,6,1
GLOBmeas_827,interpolated_from_cloud_point_data,Interpolated from cloud point data,custom,6,1
GLOBmeas_828,interpolation,interpolation,custom,6,1
GLOBmeas_829,isothermal_calorimeter,Isothermal calorimeter,custom,6,1
GLOBmeas_830,isothermal_thermogravimetry,Isothermal thermogravimetry,custom,6,2
GLOBmeas_831,knudsen_ufactor_3,KNUDSEN:UFactor:3,custom,6,1
GLOBmeas_832,kyoto_210_density_meter,Kyoto 210 Density Meter,custom,6,1
GLOBmeas_833,laser_monitoring_dynamic_technique,laser monitoring dynamic technique,custom,6,1
GLOBmeas_834,laser_monitoring_observation_method,Laser monitoring observation method,custom,6,1
GLOBmeas_835,ldsc_ufactor_2,LDSC:UFactor:2,custom,6,1
GLOBmeas_836,lever_rule,Lever Rule,custom,6,1
GLOBmeas_837,linear_bridge_conductometer,Linear-bridge conductometer,custom,6,1
GLOBmeas_838,low_residence_time_flow_method,low residence time flow method,custom,6,2
GLOBmeas_839,mass_of_crystal_residue_after_oven_drying,Mass of crystal residue after oven drying,custom,6,1
GLOBmeas_840,mettler_toledo_inlab_710,Mettler Toledo inLab 710,custom,6,1
GLOBmeas_841,monitored_by_a_laser_beam,monitored by a laser beam,custom,6,1
GLOBmeas_842,nmr_karl_fischer_titration,NMR + Karl Fischer titration,custom,6,1
GLOBmeas_843,nmr_spectroscopy,NMR spectroscopy,custom,6,1
GLOBmeas_844,novasina_hygrometer_labmaster_aw,Novasina hygrometer Labmaster-aw,custom,6,1
GLOBmeas_845,optel_optime_1_0_poland,Optel OPTIME 1.0; Poland,custom,6,1
GLOBmeas_846,osmometry,osmometry,custom,6,1
GLOBmeas_847,other_smethod_anton_paar_stabinger_viscometer,OTHER::sMethod:Anton Paar Stabinger viscometer,custom,6,1
GLOBmeas_848,other_smethod_capacitive_measurement_method,OTHER::sMethod:capacitive measurement method,custom,6,1
GLOBmeas_849,other_smethod_dielectrometer,OTHER::sMethod:dielectrometer,custom,6,1
GLOBmeas_850,other_smethod_spectroscopy,OTHER::sMethod:spectroscopy,custom,6,1
GLOBmeas_851,other_smethod_vibrating_tube_densimeter,OTHER::sMethod:Vibrating Tube Densimeter,custom,6,1
GLOBmeas_852,other_ufactor_4_smethod_infrared_thermography,OTHER:UFactor:4:sMethod:Infrared thermography,custom,6,1
GLOBmeas_853,other_ufactor_4_smethod_semi_microebulliometer_as_described_in_j_chem_eng_data_2001_46_147_150,"OTHER:UFactor:4:sMethod:Semi-microebulliometer as described in J. Chem. Eng. Data 2001, 46, 147-150",custom,6,1
GLOBmeas_854,other_ufactor_4_smethod_ultrasonic_time_intervalometer,OTHER::UFactor:4:sMethod:ultrasonic time intervalometer,custom,6,2
GLOBmeas_855,phase_equilibriation,phase equilibriation,custom,6,1
GLOBmeas_856,photoacoustics,Photoacoustics,custom,6,1
GLOBmeas_857,ppcap,PPCAP:,custom,6,1
GLOBmeas_858,pressure_change_on_mixing,Pressure change on mixing,custom,6,1
GLOBmeas_859,pressure_volume_curve_discontinuities,pressure-volume curve discontinuities,custom,6,1
GLOBmeas_860,proton_nmr_spectrometry,Proton NMR spectrometry,custom,6,1
GLOBmeas_861,pycnom_airbuo,PYCNOM:airbuo,custom,6,1
GLOBmeas_862,pycnom_dt_0_2,PYCNOM:dT:0.2,custom,6,1
GLOBmeas_863,pycnom_ufactor_128,PYCNOM:UFactor:128,custom,6,1
GLOBmeas_864,quantum_design_ppsm_6000,Quantum Design PPSM 6000,custom,6,1
GLOBmeas_865,radioactivity,Radioactivity,custom,6,1
GLOBmeas_866,relative_headspace_analysis,Relative Headspace Analysis,custom,6,2
GLOBmeas_867,sample_volume,sample volume,custom,6,1
GLOBmeas_868,schmidt_haensch_refractometer_model_dsr_lambda,(Schmidt +Haensch) refractometer (Model DSR lambda),custom,6,1
GLOBmeas_869,schreinemakers_wet_residue_method,Schreinemakers wet residue method,custom,6,1
GLOBmeas_870,spectral_colorimeter,spectral colorimeter,custom,6,1
GLOBmeas_871,spectrophotometer_uv_spectral,Spectrophotometer UV spectral,custom,6,1
GLOBmeas_872,spectroscopy_and_chemical_analysis,spectroscopy and chemical analysis,custom,6,1
GLOBmeas_873,static_analytic_method,Static-analytic method,custom,6,2
GLOBmeas_874,static_synthetic_method,Static-synthetic method,custom,6,1
GLOBmeas_875,titration_by_naoh,titration by NaOH,custom,6,1
GLOBmeas_876,titration_calorimeter,titration calorimeter,custom,6,1
GLOBmeas_877,transient_thin_film_method,transient thin film method,custom,6,1
GLOBmeas_878,transient_this_film_method,transient this film method,custom,6,1
GLOBmeas_879,twinebu_ufactor_16,TWINEBU:UFactor:16,custom,6,1
GLOBmeas_880,ultra_sonice_interferometer,ultra sonice interferometer,custom,6,1
GLOBmeas_881,uv,UV,custom,6,1
GLOBmeas_882,uv_spectophotometry,UV Spectophotometry,custom,6,2
GLOBmeas_883,uv_visible_spectrophotometry,UV-visible spectrophotometry,custom,6,1
GLOBmeas_884,vapour_pressure_osmometer,vapour pressure osmometer,custom,6,1
GLOBmeas_885,vibtub_dt_005,VIBTUB:dT:.005,custom,6,1
GLOBmeas_886,vibtub_dt_01,VIBTUB:dT:.01,custom,6,1
GLOBmeas_887,visobss_dissair_ufactor_64,VISOBSS:dissair:UFactor:64,custom,6,1
GLOBmeas_888,visobss_ufactor_2,VISOBSS::UFactor:2,custom,6,2
GLOBmeas_889,water_activity_meter,water activity meter,custom,6,1
GLOBmeas_890,westphal_balance,Westphal Balance,custom,6,3
GLOBmeas_891,a_knauer_k_7000_vapor_pressure_osmometer,A Knauer K-7000 vapor pressure osmometer,custom,5,1
GLOBmeas_892,abbe_refractometer,Abbe Refractometer,custom,5,1
GLOBmeas_893,acoustic_time_of_flight_gauge,acoustic time of flight gauge,custom,5,1
GLOBmeas_894,adiaca_ufactor_0_5,ADIACA:UFactor:0.5,custom,5,1
GLOBmeas_895,alternating_heat_wave,alternating heat wave,custom,5,1
GLOBmeas_896,analytical_gravimetric_method,Analytical gravimetric method,custom,5,1
GLOBmeas_897,anton_paar_wr_refractometer,Anton Paar WR Refractometer,custom,5,1
GLOBmeas_898,atomic_absorption_spectrometry_aas_evaporation_method,atomic absorption spectrometry (AAS); evaporation method,custom,5,2
GLOBmeas_899,bombmi_method_bombmi,BOMBMI:Method:BOMBMI,custom,5,1
GLOBmeas_900,bottle,Bottle,custom,5,1
GLOBmeas_901,caprise_ufactor_4,CAPRISE:UFactor:4,custom,5,2
GLOBmeas_902,chromatographic_peak_broadening_method,chromatographic peak broadening method,custom,5,1
GLOBmeas_903,chromotopgraphy,chromotopgraphy,custom,5,1
GLOBmeas_904,co2_analyzer,CO2 Analyzer,custom,5,2
GLOBmeas_905,cold_vapor_atomic_fluorescence_spectrometry,Cold vapor atomic fluorescence spectrometry,custom,5,1
GLOBmeas_906,conductivity_bridge_with_dip_cell,Conductivity Bridge With Dip Cell,custom,5,2
GLOBmeas_907,conductivity_meter_ddjs_308a,conductivity meter (DDJS-308A),custom,5,1
GLOBmeas_908,conplt_ufactor_3,CONPLT:UFactor:3,custom,5,1
GLOBmeas_909,conplt_ufactor_8,CONPLT:UFactor:8,custom,5,1
GLOBmeas_910,crison_glp_31_conductivimeter,Crison GLP 31+ conductivimeter,custom,5,1
GLOBmeas_911,dekameter,Dekameter,custom,5,1
GLOBmeas_912,digital_holographic_interferometer,Digital holographic interferometer,custom,5,1
GLOBmeas_913,direct_unst,DIRECT:unst,custom,5,1
GLOBmeas_914,distill_ufactor_4,DISTILL:UFactor:4,custom,5,1
GLOBmeas_915,drop_calorimeter,Drop calorimeter,custom,5,1
GLOBmeas_916,dtg,DTG,custom,5,1
GLOBmeas_917,du_nouy_ring_method,du Nouy ring method,custom,5,2
GLOBmeas_918,dynamic_saturation_method_and_analysis_by_gas_chromatography_mass_spectrometry,Dynamic saturation method and analysis by gas chromatography-mass spectrometry,custom,5,1
GLOBmeas_919,ebullio_ufactor_0_5,EBULLIO:UFactor:0.5,custom,5,1
GLOBmeas_920,ebullio_ufactor_64_fp,EBULLIO:UFactor:64:FP,custom,5,1
GLOBmeas_921,electromagnetic_levitation_mass_taken_directly_volume_taken_from_sample_image,"Electromagnetic levitation; mass taken directly, volume taken from sample image",custom,5,1
GLOBmeas_922,equation,equation,custom,5,1
GLOBmeas_923,eutech_cyberscan_con_11,Eutech Cyberscan Con 11,custom,5,1
GLOBmeas_924,fischer_boiling_piont_apparatus,Fischer Boiling Piont Apparatus,custom,5,1
GLOBmeas_925,flow_ufactor_0_5,FLOW:UFactor:0.5,custom,5,1
GLOBmeas_926,flow_ufactor_6,FLOW:UFactor:6,custom,5,1
GLOBmeas_927,from_the_density_plateau,From the density plateau,custom,5,1
GLOBmeas_928,ftir_spectroscopy,FTIR spectroscopy,custom,5,2
GLOBmeas_929,glass_cell_apparatus,glass cell apparatus,custom,5,1
GLOBmeas_930,gravimetric_analysis_method,Gravimetric analysis method,custom,5,1
GLOBmeas_931,gravity_bottle_method,Gravity bottle method,custom,5,1
GLOBmeas_932,hand_held_meter,Hand Held Meter,custom,5,1
GLOBmeas_933,holographic_laser_interferometry_using_flow_junction_cell,holographic laser-interferometry using flow junction cell,custom,5,1
GLOBmeas_934,ion_selective_electrode_and_tiitration_with_edta,ion-selective electrode and tiitration with EDTA,custom,5,1
GLOBmeas_935,ir_spectroscopy,IR Spectroscopy,custom,5,2
GLOBmeas_936,isopiestic_equilibrium,Isopiestic equilibrium,custom,5,1
GLOBmeas_937,isothermal_laser_method,isothermal/laser method,custom,5,1
GLOBmeas_938,isothermal_microcalorimeter,Isothermal microcalorimeter,custom,5,1
GLOBmeas_939,isothermal_titration,Isothermal Titration,custom,5,1
GLOBmeas_940,knauer_k_7000_vapor_pressure_osmometer_vpo,Knauer K-7000 vapor pressure osmometer (VPO),custom,5,1
GLOBmeas_941,knauer_osmometer,Knauer Osmometer,custom,5,1
GLOBmeas_942,laser_beam_method,Laser Beam Method,custom,5,1
GLOBmeas_943,laser_monitering_observation_technique,laser monitering observation technique,custom,5,1
GLOBmeas_944,laser_monitering_system,laser monitering system,custom,5,1
GLOBmeas_945,laser_observation_technique,laser observation technique,custom,5,1
GLOBmeas_946,laster_monitoring_observation_technique,Laster monitoring observation technique,custom,5,1
GLOBmeas_947,lcr_meter,LCR meter,custom,5,1
GLOBmeas_948,liquid_mass_and_gas_volume_for_a_depressurized_sample,Liquid mass and gas volume for a depressurized sample,custom,5,1
GLOBmeas_949,loschmidt_cell_combine_with_holographic_interferometry,Loschmidt cell combine with holographic interferometry,custom,5,1
GLOBmeas_950,lvpai_ufactor_6,LVPAI:UFactor:6,custom,5,1
GLOBmeas_951,mass_over_volume,mass over volume,custom,5,1
GLOBmeas_952,method_described_in_references_3_and_4_of_the_article,Method described in references 3 and 4 of the article,custom,5,1
GLOBmeas_953,method_of_equal_volume,"method of ""equal volume""",custom,5,1
GLOBmeas_954,metler_toledo_seveneasy_conductivity_meter,METLER TOLEDO SevenEasy conductivity meter,custom,5,2
GLOBmeas_955,micro_dscii,Micro DSCII,custom,5,1
GLOBmeas_956,mohr_method,Mohr method,custom,5,1
GLOBmeas_957,msone_ufactor_8,MSONE:UFactor:8,custom,5,1
GLOBmeas_958,multifrequency_ultrasonic_interferometer,multifrequency ultrasonic interferometer,custom,5,1
GLOBmeas_959,newport_model_1825_c,Newport model 1825-C,custom,5,1
GLOBmeas_960,nmr_and_titration,NMR and titration,custom,5,1
GLOBmeas_961,not_specified,not specified,custom,5,1
GLOBmeas_962,other_method_other,OTHER:Method:OTHER,custom,5,1
GLOBmeas_963,other_smethod_ultra_sonice_interferometer,OTHER::sMethod:ultra sonice interferometer,custom,5,1
GLOBmeas_964,other_smethod_uv_vis_spectrophotometer,OTHER::sMethod:UV-Vis spectrophotometer,custom,5,1
GLOBmeas_965,othpvt_ufactor_16,OTHPVT:UFactor:16,custom,5,1
GLOBmeas_966,phase_equilibrium,Phase Equilibrium,custom,5,2
GLOBmeas_967,pressure_drop_method,pressure drop method,custom,5,1
GLOBmeas_968,pressure_transducer,Pressure Transducer,custom,5,1
GLOBmeas_969,pressure_volume_curve_discontinuity,pressure-volume curve discontinuity,custom,5,1
