comp_num_id,comp_id,inchi_key,common_name,formula,smiles,standard_inchi,n_papers
GLOBcomp_2549,"n-(2,4-dibromophenyl)benzenesulfonamide",KVYZUAZCQPQRPI-UHFFFAOYSA-N,"N-(2,4-dibromophenyl)benzenesulfonamide",C12H9Br2NO2S,O=S(=O)(Nc1ccc(Br)cc1Br)c1ccccc1,"InChI=1S/C12H9Br2NO2S/c13-9-6-7-12(11(14)8-9)15-18(16,17)10-4-2-1-3-5-10/h1-8,15H",2
GLOBcomp_2550,3-nitrobenzamide,KWAYEPXDGHYGRW-UHFFFAOYSA-N,3-nitrobenzamide,C7H6N2O3,N=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H6N2O3/c8-7(10)5-2-1-3-6(4-5)9(11)12/h1-4H,(H2,8,10)",2
GLOBcomp_2551,antimony_iodide_(sbi3),KWQLUUQBTAXYCB-UHFFFAOYSA-K,antimony iodide (SbI3),I3Sb,[I-].[I-].[I-].[Sb+3],InChI=1S/3HI.Sb/h3*1H;/q;;;+3/p-3,2
GLOBcomp_2552,warfarin_sodium,KYITYFHKDODNCQ-UHFFFAOYSA-M,warfarin sodium,C19H15NaO4,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],"InChI=1S/C19H16O4.Na/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22;/h2-10,15,21H,11H2,1H3;/q;+1/p-1",2
GLOBcomp_2553,lanthanum_triiodide,KYKBXWMMXCGRBA-UHFFFAOYSA-K,lanthanum triiodide,I3La,[I-].[I-].[I-].[La+3],InChI=1S/3HI.La/h3*1H;/q;;;+3/p-3,2
GLOBcomp_2554,trihexyl(tetradecyl)phosphonium_imidazolide,KYMMKYPWQCZXAA-UHFFFAOYSA-N,trihexyl(tetradecyl)phosphonium imidazolide,C35H71N2P,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.c1c[n-]cn1,"InChI=1S/C32H68P.C3H3N2/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;1-2-5-3-4-1/h5-32H2,1-4H3;1-3H/q+1;-1",2
GLOBcomp_2555,"1,1,3,3-tetramethylguanidine",KYVBNYUBXIEUFW-UHFFFAOYSA-N,"1,1,3,3-tetramethylguanidine",C5H13N3,CN(C)C(=N)N(C)C,"InChI=1S/C5H13N3/c1-7(2)5(6)8(3)4/h6H,1-4H3",2
GLOBcomp_2556,2-undecanone,KYWIYKKSMDLRDC-UHFFFAOYSA-N,2-undecanone,C11H22O,CCCCCCCCCC(C)=O,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",2
GLOBcomp_2557,.beta.-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,.beta.-sitosterol,C29H50O,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",2
GLOBcomp_2558,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4h-chromen-4-one",KZNIFHPLKGYRTM-UHFFFAOYSA-N,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",2
GLOBcomp_2559,nickelocene,KZPXREABEBSAQM-UHFFFAOYSA-N,nickelocene,C10H10Ni,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,InChI=1S/2C5H5.Ni/c2*1-2-4-5-3-1;/h2*1-5H;/q2*-1;+2,2
GLOBcomp_2560,3-methylheptane,LAIUFBWHERIJIH-UHFFFAOYSA-N,3-methylheptane,C8H18,CCCCC(C)CC,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",2
GLOBcomp_2561,(-)-levamisole_hydrochloride,LAZPBGZRMVRFKY-HNCPQSOCSA-N,(-)-Levamisole hydrochloride,C11H13ClN2S,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,"InChI=1S/C11H12N2S.ClH/c1-2-4-9(5-3-1)10-8-13-6-7-14-11(13)12-10;/h1-5,10H,6-8H2;1H/t10-;/m1./s1",2
GLOBcomp_2562,heptylbenzene,LBNXAWYDQUGHGX-UHFFFAOYSA-N,heptylbenzene,C13H20,CCCCCCCc1ccccc1,"InChI=1S/C13H20/c1-2-3-4-5-7-10-13-11-8-6-9-12-13/h6,8-9,11-12H,2-5,7,10H2,1H3",2
GLOBcomp_2563,butyltriethylphosphonium_2-methyl-5-nitroimidazolide,LCHDQLWUAMBITP-UHFFFAOYSA-N,butyltriethylphosphonium 2-methyl-5-nitroimidazolide,C14H28N3O2P,CCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,"InChI=1S/C10H24P.C4H4N3O2/c1-5-9-10-11(6-2,7-3)8-4;1-3-5-2-4(6-3)7(8)9/h5-10H2,1-4H3;2H,1H3/q+1;-1",2
GLOBcomp_2564,1-butyl-1-methylpyrrolidinium_bromide,LCZRPQGSMFXSTC-UHFFFAOYSA-M,1-butyl-1-methylpyrrolidinium bromide,C9H20BrN,CCCC[N+]1(C)CCCC1.[Br-],"InChI=1S/C9H20N.BrH/c1-3-4-7-10(2)8-5-6-9-10;/h3-9H2,1-2H3;1H/q+1;/p-1",2
GLOBcomp_2565,dimethyl_trans-butenedioate,LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl trans-butenedioate,C6H8O4,COC(=O)/C=C/C(=O)OC,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3+",2
GLOBcomp_2566,ammonium_fluoride,LDDQLRUQCUTJBB-UHFFFAOYSA-N,ammonium fluoride,FH4N,F.N,InChI=1S/FH.H3N/h1H;1H3,2
GLOBcomp_2567,4-phenyl-1-butanol,LDZLXQFDGRCELX-UHFFFAOYSA-N,4-phenyl-1-butanol,C10H14O,OCCCCc1ccccc1,"InChI=1S/C10H14O/c11-9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7,11H,4-5,8-9H2",2
GLOBcomp_2568,2-methylbenzimidazole,LDZYRENCLPUXAX-UHFFFAOYSA-N,2-methylbenzimidazole,C8H8N2,Cc1nc2ccccc2[nH]1,"InChI=1S/C8H8N2/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3,(H,9,10)",2
GLOBcomp_2569,"3,3'-dithiobis-l-alanine",LEVWYRKDKASIDU-IMJSIDKUSA-N,"3,3'-dithiobis-L-alanine",C6H12N2O4S2,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",2
GLOBcomp_2570,4'-(bromomethyl)-2-cyanobiphenyl,LFFIEVAMVPCZNA-UHFFFAOYSA-N,4'-(bromomethyl)-2-cyanobiphenyl,C14H10BrN,N#Cc1ccccc1-c1ccc(CBr)cc1,"InChI=1S/C14H10BrN/c15-9-11-5-7-12(8-6-11)14-4-2-1-3-13(14)10-16/h1-8H,9H2",2
GLOBcomp_2571,"1,1-dimethylpropyl_propyl_ether",LFKBOUUQIPXNTJ-UHFFFAOYSA-N,"1,1-dimethylpropyl propyl ether",C8H18O,CCCOC(C)(C)CC,"InChI=1S/C8H18O/c1-5-7-9-8(3,4)6-2/h5-7H2,1-4H3",2
GLOBcomp_2572,"1,4-diiodobenzene",LFMWZTSOMGDDJU-UHFFFAOYSA-N,"1,4-diiodobenzene",C6H4I2,Ic1ccc(I)cc1,InChI=1S/C6H4I2/c7-5-1-2-6(8)4-3-5/h1-4H,2
GLOBcomp_2573,1-propyl-3-methylimidazolium_glycine,LGHXWJTZBJBFQA-UHFFFAOYSA-M,1-propyl-3-methylimidazolium glycine,C9H17N3O2,CCCn1cc[n+](C)c1.NCC(=O)[O-],"InChI=1S/C7H13N2.C2H5NO2/c1-3-4-9-6-5-8(2)7-9;3-1-2(4)5/h5-7H,3-4H2,1-2H3;1,3H2,(H,4,5)/q+1;/p-1",2
GLOBcomp_2574,"1-hexyl-1,4-diazabicyclo[2.2.2]octan-1-ium_bis((trifluoromethyl)sulfonyl)amide",LHANHNZKXMSRMR-UHFFFAOYSA-N,"1-hexyl-1,4-diazabicyclo[2.2.2]octan-1-ium bis((trifluoromethyl)sulfonyl)amide",C14H25F6N3O4S2,CCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C12H25N2.C2F6NO4S2/c1-2-3-4-5-9-14-10-6-13(7-11-14)8-12-14;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h2-12H2,1H3;/q+1;-1",2
GLOBcomp_2575,"16.alpha.,17-epoxypregn-4-ene-3,20-dione",LHNVKVKZPHUYQO-SRWWVFQWSA-N,"16.alpha.,17-epoxypregn-4-ene-3,20-dione",C21H28O3,CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,"InChI=1S/C21H28O3/c1-12(22)21-18(24-21)11-17-15-5-4-13-10-14(23)6-8-19(13,2)16(15)7-9-20(17,21)3/h10,15-18H,4-9,11H2,1-3H3/t15-,16+,17+,18-,19+,20+,21-/m1/s1",2
GLOBcomp_2576,1-butyl-3-methylpyridinium_tetracyanoborate,LHTSMRUCPFADSU-UHFFFAOYSA-N,1-butyl-3-methylpyridinium tetracyanoborate,C14H16BN5,CCCC[n+]1cccc(C)c1.N#C[B-](C#N)(C#N)C#N,"InChI=1S/C10H16N.C4BN4/c1-3-4-7-11-8-5-6-10(2)9-11;6-1-5(2-7,3-8)4-9/h5-6,8-9H,3-4,7H2,1-2H3;/q+1;-1",2
GLOBcomp_2577,(+)-fenchone,LHXDLQBQYFFVNW-XCBNKYQSSA-N,(+)-fenchone,C10H16O,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3/t7-,10+/m1/s1",2
GLOBcomp_2578,"5,10,15,20-tetrakis(4-chlorophenyl)_porphyrin_manganese(iii)_chloride",LIGAUBZCEHPLTG-YKKPBKTHSA-M,"5,10,15,20-tetrakis(4-chlorophenyl) porphyrin manganese(III) chloride",C44H24Cl5MnN4,Clc1ccc(-c2c3nc(c(-c4ccc(Cl)cc4)c4ccc([n-]4)c(-c4ccc(Cl)cc4)c4nc(c(-c5ccc(Cl)cc5)c5ccc2[n-]5)C=C4)C=C3)cc1.[Cl-].[Mn+3],"InChI=1S/C44H24Cl4N4.ClH.Mn/c45-29-9-1-25(2-10-29)41-33-17-19-35(49-33)42(26-3-11-30(46)12-4-26)37-21-23-39(51-37)44(28-7-15-32(48)16-8-28)40-24-22-38(52-40)43(36-20-18-34(41)50-36)27-5-13-31(47)14-6-27;;/h1-24H;1H;/q-2;;+3/p-1/b41-33-,41-34-,42-35-,42-37-,43-36-,43-38-,44-39-,44-40-;;",2
GLOBcomp_2579,dichlorodimethylsilane,LIKFHECYJZWXFJ-UHFFFAOYSA-N,dichlorodimethylsilane,C2H6Cl2Si,C[Si](C)(Cl)Cl,"InChI=1S/C2H6Cl2Si/c1-5(2,3)4/h1-2H3",2
GLOBcomp_2580,silicon_monooxide,LIVNPJMFVYWSIS-UHFFFAOYSA-N,silicon monooxide,OSi,[O+]#[Si-],InChI=1S/OSi/c1-2,2
GLOBcomp_2581,(2r)-amino(4-hydroxyphenyl)ethanoic_acid,LJCWONGJFPCTTL-SSDOTTSWSA-N,(2R)-amino(4-hydroxyphenyl)ethanoic acid,C8H9NO3,N[C@@H](C(=O)O)c1ccc(O)cc1,"InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)/t7-/m1/s1",2
GLOBcomp_2582,tetrapropylammonium_perchlorate,LJDKWXHIGFOFDB-UHFFFAOYSA-M,tetrapropylammonium perchlorate,C12H28ClNO4,CCC[N+](CCC)(CCC)CCC.[O-][Cl+3]([O-])([O-])[O-],"InChI=1S/C12H28N.ClHO4/c1-5-9-13(10-6-2,11-7-3)12-8-4;2-1(3,4)5/h5-12H2,1-4H3;(H,2,3,4,5)/q+1;/p-1",2
GLOBcomp_2583,pentachloronitrobenzene,LKPLKUMXSAEKID-UHFFFAOYSA-N,pentachloronitrobenzene,C6Cl5NO2,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,2
GLOBcomp_2584,heptanedinitrile,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,C7H10N2,N#CCCCCCC#N,InChI=1S/C7H10N2/c8-6-4-2-1-3-5-7-9/h1-5H2,2
GLOBcomp_2585,1-iodoheptane,LMHCYRULPLGEEZ-UHFFFAOYSA-N,1-iodoheptane,C7H15I,CCCCCCCI,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",2
GLOBcomp_2586,valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,valdecoxib,C16H14N2O3S,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"InChI=1S/C16H14N2O3S/c1-11-15(12-7-9-14(10-8-12)22(17,19)20)16(18-21-11)13-5-3-2-4-6-13/h2-10H,1H3,(H2,17,19,20)",2
GLOBcomp_2587,3-hydroxypropylammonium_trifluoroacetate,LOGCADSYSZLQSW-UHFFFAOYSA-N,3-hydroxypropylammonium trifluoroacetate,C5H10F3NO3,NCCCO.O=C(O)C(F)(F)F,"InChI=1S/C3H9NO.C2HF3O2/c4-2-1-3-5;3-2(4,5)1(6)7/h5H,1-4H2;(H,6,7)",2
GLOBcomp_2588,dimethyl_ethanedioate,LOMVENUNSWAXEN-UHFFFAOYSA-N,dimethyl ethanedioate,C4H6O4,COC(=O)C(=O)OC,InChI=1S/C4H6O4/c1-7-3(5)4(6)8-2/h1-2H3,2
GLOBcomp_2589,"1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane",LOQGSOTUHASIHI-UHFFFAOYSA-N,"1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane",C8F16,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,"InChI=1S/C8F16/c9-1(7(19,20)21)3(11,12)2(10,8(22,23)24)5(15,16)6(17,18)4(1,13)14",2
GLOBcomp_2590,quinine,LOUPRKONTZGTKE-WZBLMQSHSA-N,quinine,C20H24N2O2,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19-,20+/m0/s1",2
GLOBcomp_2591,4-(3-hydroxypropyl)-4-methylmorpholinium_dicyanamide,LQHYDLIATHKUKQ-UHFFFAOYSA-N,4-(3-hydroxypropyl)-4-methylmorpholinium dicyanamide,C10H18N4O2,C[N+]1(CCCO)CCOCC1.N#C[N-]C#N,"InChI=1S/C8H18NO2.C2N3/c1-9(3-2-6-10)4-7-11-8-5-9;3-1-5-2-4/h10H,2-8H2,1H3;/q+1;-1",2
GLOBcomp_2592,"3,7-dihydropurine-2,6-dione",LRFVTYWOQMYALW-UHFFFAOYSA-N,"3,7-dihydropurine-2,6-dione",C5H4N4O2,Oc1nc(O)c2nc[nH]c2n1,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",2
GLOBcomp_2593,2-aminohexanoic_acid,LRQKBLKVPFOOQJ-UHFFFAOYSA-N,2-aminohexanoic acid,C6H13NO2,CCCCC(N)C(=O)O,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",2
GLOBcomp_2594,n-(4-isopropylphenyl)-1-thia-3-azaspiro[5.5]undec-2-en-2-amine,LRRXOVXPAWTMNJ-UHFFFAOYSA-N,N-(4-isopropylphenyl)-1-thia-3-azaspiro[5.5]undec-2-en-2-amine,C18H26N2S,CC(C)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,"InChI=1S/C18H26N2S/c1-14(2)15-6-8-16(9-7-15)20-17-19-13-12-18(21-17)10-4-3-5-11-18/h6-9,14H,3-5,10-13H2,1-2H3,(H,19,20)",2
GLOBcomp_2595,2-{[2-(dimethylamino)ethyl](methyl)amino}ethanol,LSYBWANTZYUTGJ-UHFFFAOYSA-N,2-{[2-(dimethylamino)ethyl](methyl)amino}ethanol,C7H18N2O,CN(C)CCN(C)CCO,"InChI=1S/C7H18N2O/c1-8(2)4-5-9(3)6-7-10/h10H,4-7H2,1-3H3",2
GLOBcomp_2596,cobalt_lithium_oxide_(licoo2),LSZLYXRYFZOJRA-UHFFFAOYSA-N,cobalt lithium oxide (LiCoO2),CoLiO2,[Co+3].[Li+].[O-2].[O-2],InChI=1S/Co.Li.2O/q+3;+1;2*-2,2
GLOBcomp_2597,"4-amino-n,n-diethylbenzenesulfonamide",LTFVELCIFWEGGA-UHFFFAOYSA-N,"4-amino-N,N-diethylbenzenesulfonamide",C10H16N2O2S,CCN(CC)S(=O)(=O)c1ccc(N)cc1,"InChI=1S/C10H16N2O2S/c1-3-12(4-2)15(13,14)10-7-5-9(11)6-8-10/h5-8H,3-4,11H2,1-2H3",2
GLOBcomp_2598,1-ethyl-3-methylpyridinium_perfluorobutanesulfonate,LTOPJNCLIAYPRS-UHFFFAOYSA-M,1-ethyl-3-methylpyridinium perfluorobutanesulfonate,C12H12F9NO3S,CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H12N.C4HF9O3S/c1-3-9-6-4-5-8(2)7-9;5-1(6,3(9,10)11)2(7,8)4(12,13)17(14,15)16/h4-7H,3H2,1-2H3;(H,14,15,16)/q+1;/p-1",2
GLOBcomp_2599,"5-[(1e)-2-(4-hydroxyphenyl)-ethenyl]-1,3-benzenediol",LUKBXSAWLPMMSZ-OWOJBTEDSA-N,"5-[(1E)-2-(4-hydroxyphenyl)-ethenyl]-1,3-benzenediol",C14H12O3,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+",2
GLOBcomp_2600,"n1,n5-dihexadecyl-n1,n1,n5,n5-tetramethylpentane-1,5-diaminium_bromide",LVAHQMUPVDUACD-UHFFFAOYSA-L,"N1,N5-dihexadecyl-N1,N1,N5,N5-tetramethylpentane-1,5-diaminium bromide",C41H88Br2N2,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"InChI=1S/C41H88N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-34-38-42(3,4)40-36-33-37-41-43(5,6)39-35-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-41H2,1-6H3;2*1H/q+2;;/p-2",2
GLOBcomp_2601,methylenebutanedioic_acid,LVHBHZANLOWSRM-UHFFFAOYSA-N,methylenebutanedioic acid,C5H6O4,C=C(CC(=O)O)C(=O)O,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)",2
GLOBcomp_2602,cyclopropane,LVZWSLJZHVFIQJ-UHFFFAOYSA-N,cyclopropane,C3H6,C1CC1,InChI=1S/C3H6/c1-2-3-1/h1-3H2,2
GLOBcomp_2603,sorbitan_laurate,LWZFANDGMFTDAV-BURFUSLBSA-N,sorbitan laurate,C18H34O6,CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,"InChI=1S/C18H34O6/c1-2-3-4-5-6-7-8-9-10-11-16(21)23-13-15(20)18-17(22)14(19)12-24-18/h14-15,17-20,22H,2-13H2,1H3/t14-,15+,17+,18+/m0/s1",2
GLOBcomp_2604,spironolactone,LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,C24H32O4S,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,"InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3/t17-,18-,19+,21+,22-,23-,24+/m0/s1",2
GLOBcomp_2605,"trihexyl(tetradecyl)phosphonium_4,5-dicyanoimidazolide",LXSJMKWDULERGZ-UHFFFAOYSA-N,"trihexyl(tetradecyl)phosphonium 4,5-dicyanoimidazolide",C37H69N4P,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#Cc1nc[n-]c1C#N,"InChI=1S/C32H68P.C5HN4/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;6-1-4-5(2-7)9-3-8-4/h5-32H2,1-4H3;3H/q+1;-1",2
GLOBcomp_2606,1-ethyladamantane,LXTHCCWEYOKFSR-UHFFFAOYSA-N,1-ethyladamantane,C12H20,CCC12CC3CC(CC(C3)C1)C2,"InChI=1S/C12H20/c1-2-12-6-9-3-10(7-12)5-11(4-9)8-12/h9-11H,2-8H2,1H3",2
GLOBcomp_2607,1-(methoxymethyl)-1-methylpyrrolidinium_bis(fluorosulfonyl)amide,LYKZLSOWKOVLKF-UHFFFAOYSA-N,1-(methoxymethyl)-1-methylpyrrolidinium bis(fluorosulfonyl)amide,C7H16F2N2O5S2,COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,"InChI=1S/C7H16NO.F2NO4S2/c1-8(7-9-2)5-3-4-6-8;1-8(4,5)3-9(2,6)7/h3-7H2,1-2H3;/q+1;-1",2
GLOBcomp_2608,"(2r,3r,4r,5s)-6-(methylamino)hexane-1,2,3,4,5-pentaol",MBBZMMPHUWSWHV-BDVNFPICSA-N,"(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentaol",C7H17NO5,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3/t4-,5+,6+,7+/m0/s1",2
GLOBcomp_2609,(e)-2-hexenal,MBDOYVRWFFCFHM-SNAWJCMRSA-N,(E)-2-hexenal,C6H10O,CCC/C=C/C=O,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",2
GLOBcomp_2610,"n,n-dimethylpropionamide",MBHINSULENHCMF-UHFFFAOYSA-N,"N,N-dimethylpropionamide",C5H11NO,CCC(=O)N(C)C,"InChI=1S/C5H11NO/c1-4-5(7)6(2)3/h4H2,1-3H3",2
GLOBcomp_2611,n-acetyl-d-glucosamine,MBLBDJOUHNCFQT-LXGUWJNJSA-N,N-acetyl-D-glucosamine,C8H15NO6,CC(O)=N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",2
GLOBcomp_2612,"n-butyl-n,n-bis(2-methylpropyl)-1-butanaminium_bromide",MBSVLSUNOJLJTG-UHFFFAOYSA-M,"N-butyl-N,N-bis(2-methylpropyl)-1-butanaminium bromide",C16H36BrN,CCCC[N+](CCCC)(CC(C)C)CC(C)C.[Br-],"InChI=1S/C16H36N.BrH/c1-7-9-11-17(12-10-8-2,13-15(3)4)14-16(5)6;/h15-16H,7-14H2,1-6H3;1H/q+1;/p-1",2
GLOBcomp_2613,1-ethyl-3-methyl-1h-imidazolium_l-prolinate,MDQLULFJEJPGQQ-VWMHFEHESA-M,1-ethyl-3-methyl-1H-imidazolium L-prolinate,C11H19N3O2,CCn1cc[n+](C)c1.O=C([O-])[C@@H]1CCCN1,"InChI=1S/C6H11N2.C5H9NO2/c1-3-8-5-4-7(2)6-8;7-5(8)4-2-1-3-6-4/h4-6H,3H2,1-2H3;4,6H,1-3H2,(H,7,8)/q+1;/p-1/t;4-/m.0/s1",2
GLOBcomp_2614,gadolinium(iii)_chloride,MEANOSLIBWSCIT-UHFFFAOYSA-K,gadolinium(III) chloride,Cl3Gd,[Cl-].[Cl-].[Cl-].[Gd+3],InChI=1S/3ClH.Gd/h3*1H;/q;;;+3/p-3,2
GLOBcomp_2615,"benzoic_acid,_p-amino-,_2-(diethylamino)_ethyl_ester",MFDFERRIHVXMIY-UHFFFAOYSA-N,"benzoic acid, p-amino-, 2-(diethylamino) ethyl ester",C13H20N2O2,CCN(CC)CCOC(=O)c1ccc(N)cc1,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",2
GLOBcomp_2616,"(2r,3r,4r,5s)-6-methylaminohexane-1,2,3,4,5-pentaol;_2-[2-methyl-3-(trifluoromethyl)anilino]pyridine-3-carboxylic_acid",MGCCHNLNRBULBU-WZTVWXICSA-N,"(2R,3R,4R,5S)-6-methylaminohexane-1,2,3,4,5-pentaol; 2-[2-methyl-3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid",C21H28F3N3O7,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,"InChI=1S/C14H11F3N2O2.C7H17NO5/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12;1-8-2-4(10)6(12)7(13)5(11)3-9/h2-7H,1H3,(H,18,19)(H,20,21);4-13H,2-3H2,1H3/t;4-,5+,6+,7+/m.0/s1",2
GLOBcomp_2617,2-methyl-1-butene,MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-methyl-1-butene,C5H10,C=C(C)CC,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",2
GLOBcomp_2618,1-butyl-3-methylimidazolium_l-valinate,MHVDWIMEODCQSG-VWMHFEHESA-M,1-butyl-3-methylimidazolium L-valinate,C13H25N3O2,CC(C)[C@H](N)C(=O)[O-].CCCCn1cc[n+](C)c1,"InChI=1S/C8H15N2.C5H11NO2/c1-3-4-5-10-7-6-9(2)8-10;1-3(2)4(6)5(7)8/h6-8H,3-5H2,1-2H3;3-4H,6H2,1-2H3,(H,7,8)/q+1;/p-1/t;4-/m.0/s1",2
