comp_num_id,comp_id,inchi_key,common_name,formula,smiles,standard_inchi,n_papers
GLOBcomp_1,water,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,O,InChI=1S/H2O/h1H2,4690
GLOBcomp_2,ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,C2H6O,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1880
GLOBcomp_3,carbon_dioxide,CURLTUGMZLYLDI-UHFFFAOYSA-N,carbon dioxide,CO2,O=C=O,InChI=1S/CO2/c2-1-3,1421
GLOBcomp_4,methanol,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,CH4O,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",1393
GLOBcomp_5,propan-1-ol,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,C3H8O,CCCO,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1050
GLOBcomp_6,propan-2-ol,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,C3H8O,CC(C)O,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",996
GLOBcomp_7,butan-1-ol,LRHPLDYGYMQRHN-UHFFFAOYSA-N,butan-1-ol,C4H10O,CCCCO,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",913
GLOBcomp_8,toluene,YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,Cc1ccccc1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",857
GLOBcomp_9,acetone,CSCPPACGZOOCGX-UHFFFAOYSA-N,acetone,C3H6O,CC(C)=O,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,742
GLOBcomp_10,ethyl_acetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,ethyl acetate,C4H8O2,CCOC(C)=O,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",679
GLOBcomp_11,heptane,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,C7H16,CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",637
GLOBcomp_12,hexane,VLKZOEOYAKHREP-UHFFFAOYSA-N,hexane,C6H14,CCCCCC,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",607
GLOBcomp_13,cyclohexane,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C6H12,C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,595
GLOBcomp_14,benzene,UHOVQNZJYSORNB-UHFFFAOYSA-N,benzene,C6H6,c1ccccc1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,581
GLOBcomp_15,acetonitrile,WEVYAHXRMPXWCK-UHFFFAOYSA-N,acetonitrile,C2H3N,CC#N,InChI=1S/C2H3N/c1-2-3/h1H3,552
GLOBcomp_16,oxygen,MYMOFIZGZYHOMD-UHFFFAOYSA-N,oxygen,O2,O=O,InChI=1S/O2/c1-2,461
GLOBcomp_17,octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,C8H18,CCCCCCCC,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",425
GLOBcomp_18,dimethylformamide,ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,C3H7NO,CN(C)C=O,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",389
GLOBcomp_19,nitrogen,IJGRMHOSHXDMSA-UHFFFAOYSA-N,nitrogen,N2,N#N,InChI=1S/N2/c1-2,330
GLOBcomp_20,butan-2-ol,BTANRVKWQNVYAZ-UHFFFAOYSA-N,butan-2-ol,C4H10O,CCC(C)O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",329
GLOBcomp_21,decane,DIOQZVSQGTUSAI-UHFFFAOYSA-N,decane,C10H22,CCCCCCCCCC,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",323
GLOBcomp_22,pentan-1-ol,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,C5H12O,CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",315
GLOBcomp_23,tetrahydrofuran,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C4H8O,C1CCOC1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,314
GLOBcomp_24,"1,2-ethanediol",LYCAIKOWRPUZTN-UHFFFAOYSA-N,"1,2-ethanediol",C2H6O2,OCCO,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",311
GLOBcomp_25,"1,4-dioxane",RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",C4H8O2,C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,308
GLOBcomp_26,sodium_chloride,FAPWRFPIFSIZLT-UHFFFAOYSA-M,sodium chloride,ClNa,[Cl-].[Na+],InChI=1S/ClH.Na/h1H;/q;+1/p-1,293
GLOBcomp_27,ethylbenzene,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,C8H10,CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",292
GLOBcomp_28,"1,4-dimethylbenzene",URLKBWYHVLBVBO-UHFFFAOYSA-N,"1,4-dimethylbenzene",C8H10,Cc1ccc(C)cc1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",289
GLOBcomp_29,2-methyl-1-propanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,C4H10O,CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",274
GLOBcomp_30,"1,2-dimethylbenzene",CTQNGGLPUBDAKN-UHFFFAOYSA-N,"1,2-dimethylbenzene",C8H10,Cc1ccccc1C,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",253
GLOBcomp_31,dimethyl_sulfoxide,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,C2H6OS,CS(C)=O,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,253
GLOBcomp_32,"1,3-dimethylbenzene",IVSZLXZYQVIEFR-UHFFFAOYSA-N,"1,3-dimethylbenzene",C8H10,Cc1cccc(C)c1,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",252
GLOBcomp_33,nonane,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,C9H20,CCCCCCCCC,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",248
GLOBcomp_34,octan-1-ol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,C8H18O,CCCCCCCCO,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",248
GLOBcomp_35,acetic_acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,C2H4O2,CC(=O)O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",229
GLOBcomp_36,1-butyl-3-methylimidazolium_tetrafluoroborate,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,C8H15BF4N2,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",220
GLOBcomp_37,"2,2,4-trimethylpentane",NHTMVDHEPJAVLT-UHFFFAOYSA-N,"2,2,4-trimethylpentane",C8H18,CC(C)CC(C)(C)C,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",217
GLOBcomp_38,hexan-1-ol,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,hexan-1-ol,C6H14O,CCCCCCO,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",208
GLOBcomp_39,butanone,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,butanone,C4H8O,CCC(C)=O,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",207
GLOBcomp_40,trichloromethane,HEDRZPFGACZZDS-UHFFFAOYSA-N,trichloromethane,CHCl3,ClC(Cl)Cl,InChI=1S/CHCl3/c2-1(3)4/h1H,200
GLOBcomp_41,potassium_chloride,WCUXLLCKKVVCTQ-UHFFFAOYSA-M,potassium chloride,ClK,[Cl-].[K+],InChI=1S/ClH.K/h1H;/q;+1/p-1,194
GLOBcomp_42,methylcyclohexane,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,C7H14,CC1CCCCC1,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",184
GLOBcomp_43,dodecane,SNRUBQQJIBEYMU-UHFFFAOYSA-N,dodecane,C12H26,CCCCCCCCCCCC,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",183
GLOBcomp_44,2-methylpropan-2-ol,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,C4H10O,CC(C)(C)O,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",178
GLOBcomp_45,hex-1-ene,LIKMAJRDDDTEIG-UHFFFAOYSA-N,hex-1-ene,C6H12,C=CCCCC,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",174
GLOBcomp_46,methyl_ethanoate,KXKVLQRXCPHEJC-UHFFFAOYSA-N,methyl ethanoate,C3H6O2,COC(C)=O,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,172
GLOBcomp_47,n-methylpyrrolidone,SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,C5H9NO,CN1CCCC1=O,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",169
GLOBcomp_48,2-methoxy-2-methylpropane,BZLVMXJERCGZMT-UHFFFAOYSA-N,2-methoxy-2-methylpropane,C5H12O,COC(C)(C)C,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",163
GLOBcomp_49,pentane,OFBQJSOFQDEBGM-UHFFFAOYSA-N,pentane,C5H12,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",163
GLOBcomp_50,1-butyl-3-methylimidazolium_bis(trifluoromethylsulfonyl)imide,INDFXCHYORWHLQ-UHFFFAOYSA-N,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,C10H15F6N3O4S2,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",159
GLOBcomp_51,methane,VNWKTOKETHGBQD-UHFFFAOYSA-N,methane,CH4,C,InChI=1S/CH4/h1H4,158
GLOBcomp_52,diisopropyl_ether,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,diisopropyl ether,C6H14O,CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",155
GLOBcomp_53,2-aminoacetic_acid,DHMQDGOQFOQNFH-UHFFFAOYSA-N,2-aminoacetic acid,C2H5NO2,NCC(=O)O,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",151
GLOBcomp_54,thiophene,YTPLMLYBLZKORZ-UHFFFAOYSA-N,thiophene,C4H4S,c1ccsc1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,151
GLOBcomp_55,1-butyl-3-methylimidazolium_hexafluorophosphate,IXQYBUDWDLYNMA-UHFFFAOYSA-N,1-butyl-3-methylimidazolium hexafluorophosphate,C8H15F6N2P,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",149
GLOBcomp_56,1-hexyl-3-methylimidazolium_bis[(trifluoromethyl)sulfonyl]imide,RCNFOZUBFOFJKZ-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C12H19F6N3O4S2,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",145
GLOBcomp_57,propane,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,propane,C3H8,CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",143
GLOBcomp_58,glycerol,PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,C3H8O3,OCC(O)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",141
GLOBcomp_59,decan-1-ol,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,C10H22O,CCCCCCCCCCO,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",135
GLOBcomp_60,dichloromethane,YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,CH2Cl2,ClCCl,InChI=1S/CH2Cl2/c2-1-3/h1H2,135
GLOBcomp_61,"1,2-propanediol",DNIAPMSPPWPWGF-UHFFFAOYSA-N,"1,2-propanediol",C3H8O2,CC(O)CO,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",134
GLOBcomp_62,dimethyl_carbonate,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,C3H6O3,COC(=O)OC,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,134
GLOBcomp_63,"n,n-dimethylethanamide",FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",C4H9NO,CC(=O)N(C)C,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,132
GLOBcomp_64,1-ethyl-3-methylimidazolium_bis((trifluoromethyl)sulfonyl)imide,LRESCJAINPKJTO-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,C8H11F6N3O4S2,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",131
GLOBcomp_65,butyl_ethanoate,DKPFZGUDAPQIHT-UHFFFAOYSA-N,butyl ethanoate,C6H12O2,CCCCOC(C)=O,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",127
GLOBcomp_66,pyridine,JUJWROOIHBZHMG-UHFFFAOYSA-N,pyridine,C5H5N,c1ccncc1,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,122
GLOBcomp_67,hydrogen,UFHFLCQGNIYNRP-UHFFFAOYSA-N,hydrogen,H2,[HH],InChI=1S/H2/h1H,121
GLOBcomp_68,1-ethyl-3-methylimidazolium_ethyl_sulfate,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,C8H16N2O4S,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",120
GLOBcomp_69,oct-1-ene,KWKAKUADMBZCLK-UHFFFAOYSA-N,oct-1-ene,C8H16,C=CCCCCCC,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",119
GLOBcomp_70,dibutyl_ether,DURPTKYDGMDSBL-UHFFFAOYSA-N,dibutyl ether,C8H18O,CCCCOCCCC,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",118
GLOBcomp_71,hexadecane,DCAYPVUWAIABOU-UHFFFAOYSA-N,hexadecane,C16H34,CCCCCCCCCCCCCCCC,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",114
GLOBcomp_72,cyclopentane,RGSFGYAAUTVSQA-UHFFFAOYSA-N,cyclopentane,C5H10,C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,113
GLOBcomp_73,tetrachloromethane,VZGDMQKNWNREIO-UHFFFAOYSA-N,tetrachloromethane,CCl4,ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",113
GLOBcomp_74,(s)-2-aminopropanoic_acid,QNAYBMKLOCPYGJ-REOHCLBHSA-N,(S)-2-aminopropanoic acid,C3H7NO2,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",112
GLOBcomp_75,pentan-2-one,XNLICIUVMPYHGG-UHFFFAOYSA-N,pentan-2-one,C5H10O,CCCC(C)=O,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",112
GLOBcomp_76,1-heptyne,YVXHZKKCZYLQOP-UHFFFAOYSA-N,1-heptyne,C7H12,C#CCCCCC,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3",109
GLOBcomp_77,heptan-1-ol,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,C7H16O,CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",108
GLOBcomp_78,1-hexyne,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,1-hexyne,C6H10,C#CCCCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",108
GLOBcomp_79,diethyl_ether,RTZKZFJDLAIYFH-UHFFFAOYSA-N,diethyl ether,C4H10O,CCOCC,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",107
GLOBcomp_80,2-aminoethan-1-ol,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,C2H7NO,NCCO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",105
GLOBcomp_81,n-methyldiethanolamine,CRVGTESFCCXCTH-UHFFFAOYSA-N,N-methyldiethanolamine,C5H13NO2,CN(CCO)CCO,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",103
GLOBcomp_82,cycloheptane,DMEGYFMYUHOHGS-UHFFFAOYSA-N,cycloheptane,C7H14,C1CCCCCC1,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,102
GLOBcomp_83,1-heptene,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,C7H14,C=CCCCCC,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",102
GLOBcomp_84,1-ethyl-3-methylimidazolium_tetrafluoroborate,CUNYTRQQXKCRTJ-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium tetrafluoroborate,C6H11BF4N2,CCn1cc[n+](C)c1.F[B-](F)(F)F,"InChI=1S/C6H11N2.BF4/c1-3-8-5-4-7(2)6-8;2-1(3,4)5/h4-6H,3H2,1-2H3;/q+1;-1",101
GLOBcomp_85,cyclooctane,WJTCGQSWYFHTAC-UHFFFAOYSA-N,cyclooctane,C8H16,C1CCCCCCC1,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,99
GLOBcomp_86,"1,2-dichloroethane",WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",C2H4Cl2,ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,99
GLOBcomp_87,cyclohexanone,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,C6H10O,O=C1CCCCC1,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,98
GLOBcomp_88,cyclohexene,HGCIXCUEYOPUTN-UHFFFAOYSA-N,cyclohexene,C6H10,C1=CCCCC1,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",96
GLOBcomp_89,3-methylbutan-1-ol,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-methylbutan-1-ol,C5H12O,CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",96
GLOBcomp_90,d-glucose,GZCGUPFRVQAUEE-SLPGGIOYSA-N,D-glucose,C6H12O6,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6+/m0/s1",94
GLOBcomp_91,sodium_sulfate,PMZURENOXWZQFD-UHFFFAOYSA-L,sodium sulfate,Na2O4S,O=S(=O)([O-])[O-].[Na+].[Na+],"InChI=1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",93
GLOBcomp_92,benzoic_acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid,C7H6O2,O=C(O)c1ccccc1,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",92
GLOBcomp_93,propanoic_acid,XBDQKXXYIPTUBI-UHFFFAOYSA-N,propanoic acid,C3H6O2,CCC(=O)O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",89
GLOBcomp_94,urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N,urea,CH4N2O,N=C(N)O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",89
GLOBcomp_95,"1,1,1,2-tetrafluoroethane",LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-tetrafluoroethane",C2H2F4,FCC(F)(F)F,"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",88
GLOBcomp_96,chlorobenzene,MVPPADPHJFYWMZ-UHFFFAOYSA-N,chlorobenzene,C6H5Cl,Clc1ccccc1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,88
GLOBcomp_97,1-octyne,UMIPWJGWASORKV-UHFFFAOYSA-N,1-octyne,C8H14,C#CCCCCCC,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",88
GLOBcomp_98,2-methylpropane,NNPPMTNAJDCUHE-UHFFFAOYSA-N,2-methylpropane,C4H10,CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",87
GLOBcomp_99,1-butyl-3-methylimidazolium_chloride,FHDQNOXQSTVAIC-UHFFFAOYSA-M,1-butyl-3-methylimidazolium chloride,C8H15ClN2,CCCCn1cc[n+](C)c1.[Cl-],"InChI=1S/C8H15N2.ClH/c1-3-4-5-10-7-6-9(2)8-10;/h6-8H,3-5H2,1-2H3;1H/q+1;/p-1",85
GLOBcomp_100,choline_chloride,SGMZJAMFUVOLNK-UHFFFAOYSA-M,choline chloride,C5H14ClNO,C[N+](C)(C)CCO.[Cl-],"InChI=1S/C5H14NO.ClH/c1-6(2,3)4-5-7;/h7H,4-5H2,1-3H3;1H/q+1;/p-1",85
GLOBcomp_101,4-methylpentan-2-one,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-methylpentan-2-one,C6H12O,CC(=O)CC(C)C,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",84
GLOBcomp_102,butane,IJDNQMDRQITEOD-UHFFFAOYSA-N,butane,C4H10,CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",80
GLOBcomp_103,diethyl_carbonate,OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl carbonate,C5H10O3,CCOC(=O)OCC,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",80
GLOBcomp_104,pentan-3-one,FDPIMTJIUBPUKL-UHFFFAOYSA-N,pentan-3-one,C5H10O,CCC(=O)CC,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",79
GLOBcomp_105,1-hexyl-3-methylimidazolium_tetrafluoroborate,MFXLOVLEQJRXFP-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium tetrafluoroborate,C10H19BF4N2,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",79
GLOBcomp_106,ethane,OTMSDBZUPAUEDD-UHFFFAOYSA-N,ethane,C2H6,CC,InChI=1S/C2H6/c1-2/h1-2H3,79
GLOBcomp_107,lithium_chloride,KWGKDLIKAYFUFQ-UHFFFAOYSA-M,lithium chloride,ClLi,[Cl-].[Li+],InChI=1S/ClH.Li/h1H;/q;+1/p-1,78
GLOBcomp_108,styrene,PPBRXRYQALVLMV-UHFFFAOYSA-N,styrene,C8H8,C=Cc1ccccc1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",78
GLOBcomp_109,tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,tetradecane,C14H30,CCCCCCCCCCCCCC,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",77
GLOBcomp_110,1-butyl-3-methylimidazolium_trifluoromethanesulfonate,FRZPYEHDSAQGAS-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9H15F3N2O3S,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,"InChI=1S/C8H15N2.CHF3O3S/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)8(5,6)7/h6-8H,3-5H2,1-2H3;(H,5,6,7)/q+1;/p-1",77
GLOBcomp_111,diethylene_glycol,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,C4H10O3,OCCOCCO,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",77
GLOBcomp_112,hydrogen_chloride,VEXZGXHMUGYJMC-UHFFFAOYSA-N,hydrogen chloride,ClH,Cl,InChI=1S/ClH/h1H,77
GLOBcomp_113,triethylene_glycol,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,C6H14O4,OCCOCCOCCO,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",77
GLOBcomp_114,sulfuric_acid,QAOWNCQODCNURD-UHFFFAOYSA-N,sulfuric acid,H2O4S,O=S(=O)(O)O,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",76
GLOBcomp_115,propyl_ethanoate,YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl ethanoate,C5H10O2,CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",73
